Spectra extracted from: /Users/belmont/Recherche/codes/BELM/belm/simu000/without_induced.txt
At local time: 11:37:43,  07/13/2021
Author: belmont
 
PARAMETERS:-----------------------------------
time      = 0.00e+00
Rcm       = 5.00e+07
tau       = 2.40e+00
lb        = 1.62e-02
beta      = 2.91e+08
lth       = 9.49e+00
lc        = 0.00e+00
Tp        = 1.00e+06
pinj      = 1.57e-01
lnth      = 0.00e+00
p1        = 8.31e-01
p2        = 1.00e+03
gamma_inj = 5.00e+00
linjw     = 0.00e+00
kTin      = 1.00e+00
kTout     = 1.00e-10
linjem    = 0.00e+00
linjep    = 0.00e+00
lslh      = 0.00e+00
lh        = 0.00e+00
llll      = 0.00e+00
lblh      = 0.00e+00
lnthlh    = 0.00e+00
par3      = 0.00e+00
y         = 0.00e+00
rr        = 0.00e+00
qsto      = 1.67e+00
lsto      = 0.00e+00
lstotot   = 0.00e+00
tau_inj   = 0.00e+00
kTin_inj  = 0.00e+00
pinj_inj  = 0.00e+00
 
PHOTON DISTRIBUTIONS:-------------------------
 #bin     Emin(keV)         E(keV)          Emax(keV)        SPECTRUM         Compton          Synchrotron      Error           
-----------------------------------------------
1145    2.2664724e-03    2.2725100e-03    2.2785796e-03    1.5020577e+30    1.5020577e+30    1.1407368e+14    1.1407368e+14
1146    2.2785796e-03    2.2846491e-03    2.2907513e-03    1.5060428e+30    1.5060428e+30    1.0146911e+14    1.0146911e+14
1147    2.2907513e-03    2.2968536e-03    2.3029882e-03    1.5100384e+30    1.5100384e+30    9.0236365e+13    9.0236365e+13
1148    2.3029882e-03    2.3091231e-03    2.3152905e-03    1.5140443e+30    1.5140443e+30    8.0228437e+13    8.0228437e+13
1149    2.3152905e-03    2.3214577e-03    2.3276582e-03    1.5180607e+30    1.5180607e+30    7.1313872e+13    7.1313872e+13
1150    2.3276582e-03    2.3338585e-03    2.3400921e-03    1.5220881e+30    1.5220881e+30    6.3375086e+13    6.3375086e+13
1151    2.3400921e-03    2.3463257e-03    2.3525925e-03    1.5261257e+30    1.5261257e+30    5.6306912e+13    5.6306912e+13
1152    2.3525925e-03    2.3588594e-03    2.3651596e-03    1.5301743e+30    1.5301743e+30    5.0015368e+13    5.0015368e+13
1153    2.3651596e-03    2.3714600e-03    2.3777939e-03    1.5342334e+30    1.5342334e+30    4.4416417e+13    4.4416417e+13
1154    2.3777939e-03    2.3841280e-03    2.3904957e-03    1.5383031e+30    1.5383031e+30    3.9434997e+13    3.9434997e+13
1155    2.3904957e-03    2.3968634e-03    2.4032653e-03    1.5423834e+30    1.5423834e+30    3.5004034e+13    3.5004034e+13
1156    2.4032653e-03    2.4096672e-03    2.4161031e-03    1.5464745e+30    1.5464745e+30    3.1063638e+13    3.1063638e+13
1157    2.4161031e-03    2.4225391e-03    2.4290094e-03    1.5505764e+30    1.5505764e+30    2.7560321e+13    2.7560321e+13
1158    2.4290094e-03    2.4354800e-03    2.4419848e-03    1.5546890e+30    1.5546890e+30    2.4446337e+13    2.4446337e+13
1159    2.4419848e-03    2.4484897e-03    2.4550294e-03    1.5588122e+30    1.5588122e+30    2.1679074e+13    2.1679074e+13
1160    2.4550294e-03    2.4615692e-03    2.4681438e-03    1.5629467e+30    1.5629467e+30    1.9220513e+13    1.9220513e+13
1161    2.4681438e-03    2.4747183e-03    2.4813283e-03    1.5670916e+30    1.5670916e+30    1.7036728e+13    1.7036728e+13
1162    2.4813283e-03    2.4879379e-03    2.4945829e-03    1.5712477e+30    1.5712477e+30    1.5097477e+13    1.5097477e+13
1163    2.4945829e-03    2.5012279e-03    2.5079085e-03    1.5754144e+30    1.5754144e+30    1.3375783e+13    1.3375783e+13
1164    2.5079085e-03    2.5145891e-03    2.5213056e-03    1.5795921e+30    1.5795921e+30    1.1847606e+13    1.1847606e+13
1165    2.5213056e-03    2.5280216e-03    2.5347737e-03    1.5837808e+30    1.5837808e+30    1.0491518e+13    1.0491518e+13
1166    2.5347737e-03    2.5415258e-03    2.5483142e-03    1.5879803e+30    1.5879803e+30    9.2884278e+12    9.2884278e+12
1167    2.5483142e-03    2.5551023e-03    2.5619268e-03    1.5921911e+30    1.5921911e+30    8.2213297e+12    8.2213297e+12
1168    2.5619268e-03    2.5687511e-03    2.5756122e-03    1.5964127e+30    1.5964127e+30    7.2750764e+12    7.2750764e+12
1169    2.5756122e-03    2.5824730e-03    2.5893706e-03    1.6006453e+30    1.6006453e+30    6.4361857e+12    6.4361857e+12
1170    2.5893706e-03    2.5962682e-03    2.6032026e-03    1.6048891e+30    1.6048891e+30    5.6926567e+12    5.6926567e+12
1171    2.6032026e-03    2.6101370e-03    2.6171086e-03    1.6091439e+30    1.6091439e+30    5.0338055e+12    5.0338055e+12
1172    2.6171086e-03    2.6240798e-03    2.6310885e-03    1.6134097e+30    1.6134097e+30    4.4501303e+12    4.4501303e+12
1173    2.6310885e-03    2.6380972e-03    2.6451435e-03    1.6176868e+30    1.6176868e+30    3.9331790e+12    3.9331790e+12
1174    2.6451435e-03    2.6521895e-03    2.6592733e-03    1.6219751e+30    1.6219751e+30    3.4754349e+12    3.4754349e+12
1175    2.6592733e-03    2.6663570e-03    2.6734786e-03    1.6262744e+30    1.6262744e+30    3.0702143e+12    3.0702143e+12
1176    2.6734786e-03    2.6806002e-03    2.6877599e-03    1.6305851e+30    1.6305851e+30    2.7115787e+12    2.7115787e+12
1177    2.6877599e-03    2.6949195e-03    2.7021174e-03    1.6349069e+30    1.6349069e+30    2.3942495e+12    2.3942495e+12
1178    2.7021174e-03    2.7093154e-03    2.7165518e-03    1.6392402e+30    1.6392402e+30    2.1135386e+12    2.1135386e+12
1179    2.7165518e-03    2.7237879e-03    2.7310629e-03    1.6435845e+30    1.6435845e+30    1.8652801e+12    1.8652801e+12
1180    2.7310629e-03    2.7383380e-03    2.7456519e-03    1.6479403e+30    1.6479403e+30    1.6457769e+12    1.6457769e+12
1181    2.7456519e-03    2.7529658e-03    2.7603188e-03    1.6523075e+30    1.6523075e+30    1.4517463e+12    1.4517463e+12
1182    2.7603188e-03    2.7676716e-03    2.7750637e-03    1.6566861e+30    1.6566861e+30    1.2802692e+12    1.2802692e+12
1183    2.7750637e-03    2.7824559e-03    2.7898876e-03    1.6610760e+30    1.6610760e+30    1.1287665e+12    1.1287665e+12
1184    2.7898876e-03    2.7973193e-03    2.8047909e-03    1.6654774e+30    1.6654774e+30    9.9494953e+11    9.9494953e+11
1185    2.8047909e-03    2.8122622e-03    2.8197735e-03    1.6698901e+30    1.6698901e+30    8.7677796e+11    8.7677796e+11
1186    2.8197735e-03    2.8272846e-03    2.8348363e-03    1.6743147e+30    1.6743147e+30    7.7244891e+11    7.7244891e+11
1187    2.8348363e-03    2.8423877e-03    2.8499793e-03    1.6787507e+30    1.6787507e+30    6.8036382e+11    6.8036382e+11
1188    2.8499793e-03    2.8575712e-03    2.8652034e-03    1.6831981e+30    1.6831981e+30    5.9910599e+11    5.9910599e+11
1189    2.8652034e-03    2.8728358e-03    2.8805090e-03    1.6876573e+30    1.6876573e+30    5.2742046e+11    5.2742046e+11
1190    2.8805090e-03    2.8881819e-03    2.8958961e-03    1.6921276e+30    1.6921276e+30    4.6419535e+11    4.6419535e+11
1191    2.8958961e-03    2.9036100e-03    2.9113654e-03    1.6966100e+30    1.6966100e+30    4.0844644e+11    4.0844644e+11
1192    2.9113654e-03    2.9191207e-03    2.9269173e-03    1.7011040e+30    1.7011040e+30    3.5930200e+11    3.5930200e+11
1193    2.9269173e-03    2.9347143e-03    2.9425526e-03    1.7056098e+30    1.7056098e+30    3.1599057e+11    3.1599057e+11
1194    2.9425526e-03    2.9503910e-03    2.9582710e-03    1.7101273e+30    1.7101273e+30    2.7782955e+11    2.7782955e+11
1195    2.9582710e-03    2.9661513e-03    2.9740736e-03    1.7146564e+30    1.7146564e+30    2.4421496e+11    2.4421496e+11
1196    2.9740736e-03    2.9819962e-03    2.9899606e-03    1.7191975e+30    1.7191975e+30    2.1461279e+11    2.1461279e+11
1197    2.9899606e-03    2.9979253e-03    3.0059323e-03    1.7237502e+30    1.7237502e+30    1.8855068e+11    1.8855068e+11
1198    3.0059323e-03    3.0139396e-03    3.0219895e-03    1.7283148e+30    1.7283148e+30    1.6561121e+11    1.6561121e+11
1199    3.0219895e-03    3.0300396e-03    3.0381326e-03    1.7328915e+30    1.7328915e+30    1.4542537e+11    1.4542537e+11
1200    3.0381326e-03    3.0462255e-03    3.0543618e-03    1.7374801e+30    1.7374801e+30    1.2766725e+11    1.2766725e+11
1201    3.0543618e-03    3.0624981e-03    3.0706776e-03    1.7420805e+30    1.7420805e+30    1.1204883e+11    1.1204883e+11
1202    3.0706776e-03    3.0788572e-03    3.0870808e-03    1.7466930e+30    1.7466930e+30    9.8315870e+10    9.8315870e+10
1203    3.0870808e-03    3.0953041e-03    3.1035712e-03    1.7513175e+30    1.7513175e+30    8.6243877e+10    8.6243877e+10
1204    3.1035712e-03    3.1118384e-03    3.1201500e-03    1.7559539e+30    1.7559539e+30    7.5634688e+10    7.5634688e+10
1205    3.1201500e-03    3.1284615e-03    3.1368171e-03    1.7606026e+30    1.7606026e+30    6.6313490e+10    6.6313490e+10
1206    3.1368171e-03    3.1451732e-03    3.1535735e-03    1.7652634e+30    1.7652634e+30    5.8126037e+10    5.8126037e+10
1207    3.1535735e-03    3.1619743e-03    3.1704195e-03    1.7699362e+30    1.7699362e+30    5.0936291e+10    5.0936291e+10
1208    3.1704195e-03    3.1788650e-03    3.1873554e-03    1.7746212e+30    1.7746212e+30    4.4624318e+10    4.4624318e+10
1209    3.1873554e-03    3.1958458e-03    3.2043816e-03    1.7793185e+30    1.7793185e+30    3.9084409e+10    3.9084409e+10
1210    3.2043816e-03    3.2129174e-03    3.2214988e-03    1.7840280e+30    1.7840280e+30    3.4223383e+10    3.4223383e+10
1211    3.2214988e-03    3.2300802e-03    3.2387075e-03    1.7887495e+30    1.7887495e+30    2.9959164e+10    2.9959164e+10
1212    3.2387075e-03    3.2473346e-03    3.2560083e-03    1.7934838e+30    1.7934838e+30    2.6219465e+10    2.6219465e+10
1213    3.2560083e-03    3.2646814e-03    3.2734012e-03    1.7982300e+30    1.7982300e+30    2.2940615e+10    2.2940615e+10
1214    3.2734012e-03    3.2821209e-03    3.2908870e-03    1.8029891e+30    1.8029891e+30    2.0066587e+10    2.0066587e+10
1215    3.2908870e-03    3.2996533e-03    3.3084664e-03    1.8077601e+30    1.8077601e+30    1.7548048e+10    1.7548048e+10
1216    3.3084664e-03    3.3172795e-03    3.3261396e-03    1.8125437e+30    1.8125437e+30    1.5341608e+10    1.5341608e+10
1217    3.3261396e-03    3.3349998e-03    3.3439072e-03    1.8173398e+30    1.8173398e+30    1.3409107e+10    1.3409107e+10
1218    3.3439072e-03    3.3528148e-03    3.3617700e-03    1.8221485e+30    1.8221485e+30    1.1716977e+10    1.1716977e+10
1219    3.3617700e-03    3.3707249e-03    3.3797279e-03    1.8269695e+30    1.8269695e+30    1.0235704e+10    1.0235704e+10
1220    3.3797279e-03    3.3887308e-03    3.3977819e-03    1.8318034e+30    1.8318034e+30    8.9393582e+09    8.9393582e+09
1221    3.3977819e-03    3.4068329e-03    3.4159322e-03    1.8366497e+30    1.8366497e+30    7.8051507e+09    7.8051507e+09
1222    3.4159322e-03    3.4250317e-03    3.4341796e-03    1.8415085e+30    1.8415085e+30    6.8130616e+09    6.8130616e+09
1223    3.4341796e-03    3.4433275e-03    3.4525241e-03    1.8463802e+30    1.8463802e+30    5.9455130e+09    5.9455130e+09
1224    3.4525241e-03    3.4617211e-03    3.4709668e-03    1.8512645e+30    1.8512645e+30    5.1870715e+09    5.1870715e+09
1225    3.4709668e-03    3.4802128e-03    3.4895083e-03    1.8561616e+30    1.8561616e+30    4.5241887e+09    4.5241887e+09
1226    3.4895083e-03    3.4988036e-03    3.5081485e-03    1.8610716e+30    1.8610716e+30    3.9448742e+09    3.9448742e+09
1227    3.5081485e-03    3.5174936e-03    3.5268886e-03    1.8659942e+30    1.8659942e+30    3.4388444e+09    3.4388444e+09
1228    3.5268886e-03    3.5362835e-03    3.5457285e-03    1.8709298e+30    1.8709298e+30    2.9970194e+09    2.9970194e+09
1229    3.5457285e-03    3.5551738e-03    3.5646693e-03    1.8758784e+30    1.8758784e+30    2.6112666e+09    2.6112666e+09
1230    3.5646693e-03    3.5741648e-03    3.5837111e-03    1.8808397e+30    1.8808397e+30    2.2745592e+09    2.2745592e+09
1231    3.5837111e-03    3.5932572e-03    3.6028547e-03    1.8858138e+30    1.8858138e+30    1.9807402e+09    1.9807402e+09
1232    3.6028547e-03    3.6124520e-03    3.6221005e-03    1.8908012e+30    1.8908012e+30    1.7244151e+09    1.7244151e+09
1233    3.6221005e-03    3.6317487e-03    3.6414491e-03    1.8958015e+30    1.8958015e+30    1.5008589e+09    1.5008589e+09
1234    3.6414491e-03    3.6511491e-03    3.6609010e-03    1.9008152e+30    1.9008152e+30    1.3059346e+09    1.3059346e+09
1235    3.6609010e-03    3.6706529e-03    3.6804569e-03    1.9058415e+30    1.9058415e+30    1.1360205e+09    1.1360205e+09
1236    3.6804569e-03    3.6902609e-03    3.7001171e-03    1.9108813e+30    1.9108813e+30    9.8794758e+08    9.8794758e+08
1237    3.7001171e-03    3.7099735e-03    3.7198826e-03    1.9159342e+30    1.9159342e+30    8.5894298e+08    8.5894298e+08
1238    3.7198826e-03    3.7297916e-03    3.7397535e-03    1.9210001e+30    1.9210001e+30    7.4658118e+08    7.4658118e+08
1239    3.7397535e-03    3.7497154e-03    3.7597306e-03    1.9260791e+30    1.9260791e+30    6.4874176e+08    6.4874176e+08
1240    3.7597306e-03    3.7697458e-03    3.7798146e-03    1.9311721e+30    1.9311721e+30    5.6357088e+08    5.6357088e+08
1241    3.7798146e-03    3.7898831e-03    3.8000057e-03    1.9362779e+30    1.9362779e+30    4.8944794e+08    4.8944794e+08
1242    3.8000057e-03    3.8101282e-03    3.8203045e-03    1.9413972e+30    1.9413972e+30    4.2495760e+08    4.2495760e+08
1243    3.8203045e-03    3.8304811e-03    3.8407119e-03    1.9465295e+30    1.9465295e+30    3.6886323e+08    3.6886323e+08
1244    3.8407119e-03    3.8509427e-03    3.8612285e-03    1.9516758e+30    1.9516758e+30    3.2008518e+08    3.2008518e+08
1245    3.8612285e-03    3.8715138e-03    3.8818542e-03    1.9568355e+30    1.9568355e+30    2.7768080e+08    2.7768080e+08
1246    3.8818542e-03    3.8921947e-03    3.9025904e-03    1.9620083e+30    1.9620083e+30    2.4082733e+08    2.4082733e+08
1247    3.9025904e-03    3.9129863e-03    3.9234376e-03    1.9671952e+30    1.9671952e+30    2.0880702e+08    2.0880702e+08
1248    3.9234376e-03    3.9338884e-03    3.9443956e-03    1.9723953e+30    1.9723953e+30    1.8099366e+08    1.8099366e+08
1249    3.9443956e-03    3.9549028e-03    3.9654658e-03    1.9776089e+30    1.9776089e+30    1.5684125e+08    1.5684125e+08
1250    3.9654658e-03    3.9760293e-03    3.9866487e-03    1.9828369e+30    1.9828369e+30    1.3587378e+08    1.3587378e+08
1251    3.9866487e-03    3.9972686e-03    4.0079448e-03    1.9880778e+30    1.9880778e+30    1.1767626e+08    1.1767626e+08
1252    4.0079448e-03    4.0186211e-03    4.0293545e-03    1.9933325e+30    1.9933325e+30    1.0188723e+08    1.0188723e+08
1253    4.0293545e-03    4.0400880e-03    4.0508788e-03    1.9986015e+30    1.9986015e+30    8.8191768e+07    8.8191768e+07
1254    4.0508788e-03    4.0616696e-03    4.0725176e-03    2.0038839e+30    2.0038839e+30    7.6315608e+07    7.6315608e+07
1255    4.0725176e-03    4.0833666e-03    4.0942729e-03    2.0091805e+30    2.0091805e+30    6.6019996e+07    6.6019996e+07
1256    4.0942729e-03    4.1051791e-03    4.1161436e-03    2.0144908e+30    2.0144908e+30    5.7097092e+07    5.7097092e+07
1257    4.1161436e-03    4.1271080e-03    4.1381312e-03    2.0198146e+30    2.0198146e+30    4.9366080e+07    4.9366080e+07
1258    4.1381312e-03    4.1491543e-03    4.1602361e-03    2.0251529e+30    2.0251529e+30    4.2669676e+07    4.2669676e+07
1259    4.1602361e-03    4.1713184e-03    4.1824598e-03    2.0305049e+30    2.0305049e+30    3.6871068e+07    3.6871068e+07
1260    4.1824598e-03    4.1936007e-03    4.2048017e-03    2.0358711e+30    2.0358711e+30    3.1851282e+07    3.1851282e+07
1261    4.2048017e-03    4.2160023e-03    4.2272625e-03    2.0412515e+30    2.0412515e+30    2.7506944e+07    2.7506944e+07
1262    4.2272625e-03    4.2385235e-03    4.2498438e-03    2.0466460e+30    2.0466460e+30    2.3748436e+07    2.3748436e+07
1263    4.2498438e-03    4.2611649e-03    4.2725462e-03    2.0520544e+30    2.0520544e+30    2.0497578e+07    2.0497578e+07
1264    4.2725462e-03    4.2839274e-03    4.2953691e-03    2.0574775e+30    2.0574775e+30    1.7686624e+07    1.7686624e+07
1265    4.2953691e-03    4.3068114e-03    4.3183141e-03    2.0629142e+30    2.0629142e+30    1.5256745e+07    1.5256745e+07
1266    4.3183141e-03    4.3298174e-03    4.3413816e-03    2.0683655e+30    2.0683655e+30    1.3156898e+07    1.3156898e+07
1267    4.3413816e-03    4.3529468e-03    4.3645729e-03    2.0738312e+30    2.0738312e+30    1.1342782e+07    1.1342782e+07
1268    4.3645729e-03    4.3761991e-03    4.3878877e-03    2.0793109e+30    2.0793109e+30    9.7759720e+06    9.7759720e+06
1269    4.3878877e-03    4.3995758e-03    4.4113267e-03    2.0848054e+30    2.0848054e+30    8.4231560e+06    8.4231560e+06
1270    4.4113267e-03    4.4230781e-03    4.4348915e-03    2.0903143e+30    2.0903143e+30    7.2544200e+06    7.2544200e+06
1271    4.4348915e-03    4.4467049e-03    4.4585816e-03    2.0958375e+30    2.0958375e+30    6.2458090e+06    6.2458090e+06
1272    4.4585816e-03    4.4704587e-03    4.4823987e-03    2.1013757e+30    2.1013757e+30    5.3770150e+06    5.3770150e+06
1273    4.4823987e-03    4.4943392e-03    4.5063430e-03    2.1069280e+30    2.1069280e+30    4.6277145e+06    4.6277145e+06
1274    4.5063430e-03    4.5183469e-03    4.5304149e-03    2.1124947e+30    2.1124947e+30    3.9816652e+06    3.9816652e+06
1275    4.5304149e-03    4.5424830e-03    4.5546158e-03    2.1180766e+30    2.1180766e+30    3.4248075e+06    3.4248075e+06
1276    4.5546158e-03    4.5667482e-03    4.5789457e-03    2.1236728e+30    2.1236728e+30    2.9449692e+06    2.9449692e+06
1277    4.5789457e-03    4.5911432e-03    4.6034055e-03    2.1292838e+30    2.1292838e+30    2.5316205e+06    2.5316205e+06
1278    4.6034055e-03    4.6156682e-03    4.6279966e-03    2.1349098e+30    2.1349098e+30    2.1756550e+06    2.1756550e+06
1279    4.6279966e-03    4.6403245e-03    4.6527185e-03    2.1405505e+30    2.1405505e+30    1.8691965e+06    1.8691965e+06
1280    4.6527185e-03    4.6651117e-03    4.6775723e-03    2.1462056e+30    2.1462056e+30    1.6054379e+06    1.6054379e+06
1281    4.6775723e-03    4.6900325e-03    4.7025592e-03    2.1518760e+30    2.1518760e+30    1.3784971e+06    1.3784971e+06
1282    4.7025592e-03    4.7150855e-03    4.7276788e-03    2.1575614e+30    2.1575614e+30    1.1832922e+06    1.1832922e+06
1283    4.7276788e-03    4.7402726e-03    4.7529335e-03    2.1632617e+30    2.1632617e+30    1.0154350e+06    1.0154350e+06
1284    4.7529335e-03    4.7655944e-03    4.7783228e-03    2.1689770e+30    2.1689770e+30    8.7113619e+05    8.7113619e+05
1285    4.7783228e-03    4.7910516e-03    4.8038480e-03    2.1747075e+30    2.1747075e+30    7.4712631e+05    7.4712631e+05
1286    4.8038480e-03    4.8166444e-03    4.8295092e-03    2.1804526e+30    2.1804526e+30    6.4058375e+05    6.4058375e+05
1287    4.8295092e-03    4.8423740e-03    4.8553073e-03    2.1862133e+30    2.1862133e+30    5.4907506e+05    5.4907506e+05
1288    4.8553073e-03    4.8682410e-03    4.8812437e-03    2.1919889e+30    2.1919889e+30    4.7050191e+05    4.7050191e+05
1289    4.8812437e-03    4.8942468e-03    4.9073189e-03    2.1977803e+30    2.1977803e+30    4.0305556e+05    4.0305556e+05
1290    4.9073189e-03    4.9203909e-03    4.9335323e-03    2.2035865e+30    2.2035865e+30    3.4517722e+05    3.4517722e+05
1291    4.9335323e-03    4.9466747e-03    4.9598864e-03    2.2094082e+30    2.2094082e+30    2.9552409e+05    2.9552409e+05
1292    4.9598864e-03    4.9730986e-03    4.9863816e-03    2.2152446e+30    2.2152446e+30    2.5293969e+05    2.5293969e+05
1293    4.9863816e-03    4.9996641e-03    5.0130179e-03    2.2210973e+30    2.2210973e+30    2.1642848e+05    2.1642848e+05
1294    5.0130179e-03    5.0263717e-03    5.0397962e-03    2.2269648e+30    2.2269648e+30    1.8513341e+05    1.8513341e+05
1295    5.0397962e-03    5.0532217e-03    5.0667180e-03    2.2328481e+30    2.2328481e+30    1.5831714e+05    1.5831714e+05
1296    5.0667180e-03    5.0802147e-03    5.0937836e-03    2.2387469e+30    2.2387469e+30    1.3534541e+05    1.3534541e+05
1297    5.0937836e-03    5.1073525e-03    5.1209941e-03    2.2446611e+30    2.2446611e+30    1.1567283e+05    1.1567283e+05
1298    5.1209941e-03    5.1346351e-03    5.1483493e-03    2.2505912e+30    2.2505912e+30    9.8830484e+04    9.8830484e+04
1299    5.1483493e-03    5.1620635e-03    5.1758508e-03    2.2565367e+30    2.2565367e+30    8.4415445e+04    8.4415445e+04
1300    5.1758508e-03    5.1896381e-03    5.2034995e-03    2.2624976e+30    2.2624976e+30    7.2081516e+04    7.2081516e+04
1301    5.2034995e-03    5.2173603e-03    5.2312957e-03    2.2684748e+30    2.2684748e+30    6.1531363e+04    6.1531363e+04
1302    5.2312957e-03    5.2452306e-03    5.2592400e-03    2.2744676e+30    2.2744676e+30    5.2509672e+04    5.2509672e+04
1303    5.2592400e-03    5.2732495e-03    5.2873339e-03    2.2804760e+30    2.2804760e+30    4.4797285e+04    4.4797285e+04
1304    5.2873339e-03    5.3014187e-03    5.3155781e-03    2.2865005e+30    2.2865005e+30    3.8206152e+04    3.8206152e+04
1305    5.3155781e-03    5.3297379e-03    5.3439732e-03    2.2925407e+30    2.2925407e+30    3.2574184e+04    3.2574184e+04
1306    5.3439732e-03    5.3582084e-03    5.3725196e-03    2.2985972e+30    2.2985972e+30    2.7763346e+04    2.7763346e+04
1307    5.3725196e-03    5.3868312e-03    5.4012188e-03    2.3046696e+30    2.3046696e+30    2.3657057e+04    2.3657057e+04
1308    5.4012188e-03    5.4156068e-03    5.4300711e-03    2.3107579e+30    2.3107579e+30    2.0151916e+04    2.0151916e+04
1309    5.4300711e-03    5.4445355e-03    5.4590777e-03    2.3168622e+30    2.3168622e+30    1.7160818e+04    1.7160818e+04
1310    5.4590777e-03    5.4736193e-03    5.4882388e-03    2.3229830e+30    2.3229830e+30    1.4609164e+04    1.4609164e+04
1311    5.4882388e-03    5.5028582e-03    5.5175563e-03    2.3291197e+30    2.3291197e+30    1.2433050e+04    1.2433050e+04
1312    5.5175563e-03    5.5322540e-03    5.5470299e-03    2.3352725e+30    2.3352725e+30    1.0577781e+04    1.0577781e+04
1313    5.5470299e-03    5.5618063e-03    5.5766613e-03    2.3414416e+30    2.3414416e+30    8.9965352e+03    8.9965352e+03
1314    5.5766613e-03    5.5915164e-03    5.6064506e-03    2.3476268e+30    2.3476268e+30    7.6457803e+03    7.6457803e+03
1315    5.6064506e-03    5.6213853e-03    5.6363996e-03    2.3538290e+30    2.3538290e+30    6.4896699e+03    6.4896699e+03
1316    5.6363996e-03    5.6514139e-03    5.6665079e-03    2.3600472e+30    2.3600472e+30    5.5152891e+03    5.5152891e+03
1317    5.6665079e-03    5.6816027e-03    5.6967777e-03    2.3662819e+30    2.3662819e+30    4.6856431e+03    4.6856431e+03
1318    5.6967777e-03    5.7119527e-03    5.7272087e-03    2.3725332e+30    2.3725332e+30    3.9794717e+03    3.9794717e+03
1319    5.7272087e-03    5.7424651e-03    5.7578022e-03    2.3788006e+30    2.3788006e+30    3.3786011e+03    3.3786011e+03
1320    5.7578022e-03    5.7731401e-03    5.7885596e-03    2.3850849e+30    2.3850849e+30    2.8675015e+03    2.8675015e+03
1321    5.7885596e-03    5.8039790e-03    5.8194813e-03    2.3913855e+30    2.3913855e+30    2.4329082e+03    2.4329082e+03
1322    5.8194813e-03    5.8349827e-03    5.8505679e-03    2.3977034e+30    2.3977034e+30    2.0634937e+03    2.0634937e+03
1323    5.8505679e-03    5.8661522e-03    5.8818203e-03    2.4040375e+30    2.4040375e+30    1.7495881e+03    1.7495881e+03
1324    5.8818203e-03    5.8974884e-03    5.9132399e-03    2.4103885e+30    2.4103885e+30    1.4829410e+03    1.4829410e+03
1325    5.9132399e-03    5.9289918e-03    5.9448276e-03    2.4167564e+30    2.4167564e+30    1.2565142e+03    1.2565142e+03
1326    5.9448276e-03    5.9606633e-03    5.9765838e-03    2.4231408e+30    2.4231408e+30    1.0643057e+03    1.0643057e+03
1327    5.9765838e-03    5.9925043e-03    6.0085095e-03    2.4295426e+30    2.4295426e+30    9.0119971e+02    9.0119971e+02
1328    6.0085095e-03    6.0245148e-03    6.0406057e-03    2.4359607e+30    2.4359607e+30    7.6283624e+02    7.6283624e+02
1329    6.0406057e-03    6.0566971e-03    6.0728742e-03    2.4423965e+30    2.4423965e+30    6.4550208e+02    6.4550208e+02
1330    6.0728742e-03    6.0890508e-03    6.1053140e-03    2.4488486e+30    2.4488486e+30    5.4603424e+02    5.4603424e+02
1331    6.1053140e-03    6.1215777e-03    6.1379275e-03    2.4553185e+30    2.4553185e+30    4.6174103e+02    4.6174103e+02
1332    6.1379275e-03    6.1542778e-03    6.1707152e-03    2.4618050e+30    2.4618050e+30    3.9033142e+02    3.9033142e+02
1333    6.1707152e-03    6.1871530e-03    6.2036784e-03    2.4683092e+30    2.4683092e+30    3.2985669e+02    3.2985669e+02
1334    6.2036784e-03    6.2202034e-03    6.2368172e-03    2.4748300e+30    2.4748300e+30    2.7865964e+02    2.7865964e+02
1335    6.2368172e-03    6.2534306e-03    6.2701330e-03    2.4813681e+30    2.4813681e+30    2.3533156e+02    2.3533156e+02
1336    6.2701330e-03    6.2868358e-03    6.3036270e-03    2.4879242e+30    2.4879242e+30    1.9867534e+02    1.9867534e+02
1337    6.3036270e-03    6.3204183e-03    6.3372999e-03    2.4944965e+30    2.4944965e+30    1.6767398e+02    1.6767398e+02
1338    6.3372999e-03    6.3541811e-03    6.3711526e-03    2.5010872e+30    2.5010872e+30    1.4146394e+02    1.4146394e+02
1339    6.3711526e-03    6.3881245e-03    6.4051864e-03    2.5076952e+30    2.5076952e+30    1.1931211e+02    1.1931211e+02
1340    6.4051864e-03    6.4222482e-03    6.4394018e-03    2.5143200e+30    2.5143200e+30    1.0059637e+02    1.0059637e+02
1341    6.4394018e-03    6.4565549e-03    6.4737997e-03    2.5209627e+30    2.5209627e+30    8.4789017e+01    8.4789017e+01
1342    6.4737997e-03    6.4910450e-03    6.5083816e-03    2.5276235e+30    2.5276235e+30    7.1442520e+01    7.1442520e+01
1343    6.5083816e-03    6.5257186e-03    6.5431488e-03    2.5343014e+30    2.5343014e+30    6.0177486e+01    6.0177486e+01
1344    6.5431488e-03    6.5605780e-03    6.5781008e-03    2.5409974e+30    2.5409974e+30    5.0672459e+01    5.0672459e+01
1345    6.5781008e-03    6.5956237e-03    6.6132396e-03    2.5477108e+30    2.5477108e+30    4.2655090e+01    4.2655090e+01
1346    6.6132396e-03    6.6308561e-03    6.6485666e-03    2.5544418e+30    2.5544418e+30    3.5894749e+01    3.5894749e+01
1347    6.6485666e-03    6.6662771e-03    6.6840821e-03    2.5611910e+30    2.5611910e+30    3.0196230e+01    3.0196230e+01
