Spectra extracted from: /Users/belmont/Recherche/codes/BELM/belm/simu_BSC_sansinduit/BSC_sansinduit.txt
At local time: 16:37:44,  07/29/2021
Author: belmont
 
PARAMETERS:-----------------------------------
time      = 0.00e+00
Rcm       = 6.03e+05
tau       = 6.82e+00
lb        = 0.00e+00
beta      = ********
lth       = 9.49e+00
lc        = 0.00e+00
Tp        = 1.00e+06
pinj      = 2.12e-01
lnth      = 0.00e+00
p1        = 8.31e-01
p2        = 1.00e+03
gamma_inj = 5.00e+00
linjw     = 0.00e+00
kTin      = 1.00e+00
kTout     = 1.00e-10
linjem    = 0.00e+00
linjep    = 0.00e+00
lslh      = 0.00e+00
lh        = 0.00e+00
llll      = 0.00e+00
lblh      = 0.00e+00
lnthlh    = 0.00e+00
par3      = 0.00e+00
y         = 0.00e+00
rr        = 0.00e+00
qsto      = 1.67e+00
lsto      = 0.00e+00
lstotot   = 0.00e+00
tau_inj   = 0.00e+00
kTin_inj  = 0.00e+00
pinj_inj  = 0.00e+00
 
PHOTON DISTRIBUTIONS:-------------------------
 #bin     Emin(keV)         E(keV)          Emax(keV)        SPECTRUM         Compton          Brems ep         Error           
-----------------------------------------------
2042    2.6964012e-01    2.7035835e-01    2.7108046e-01    1.0564969e+32   -3.1129685e+31    1.3677938e+32    0.0000000e+00
2043    2.7108046e-01    2.7180257e-01    2.7252853e-01    1.0623186e+32   -3.1173129e+31    1.3740498e+32    0.0000000e+00
2044    2.7252853e-01    2.7325448e-01    2.7398434e-01    1.0681714e+32   -3.1216244e+31    1.3803338e+32    0.0000000e+00
2045    2.7398434e-01    2.7471417e-01    2.7544791e-01    1.0740554e+32   -3.1259033e+31    1.3866457e+32    0.0000000e+00
2046    2.7544791e-01    2.7618167e-01    2.7691931e-01    1.0799710e+32   -3.1301481e+31    1.3929857e+32    0.0000000e+00
2047    2.7691931e-01    2.7765697e-01    2.7839854e-01    1.0859178e+32   -3.1343580e+31    1.3993536e+32    0.0000000e+00
2048    2.7839854e-01    2.7914014e-01    2.7988571e-01    1.0918964e+32   -3.1385337e+31    1.4057498e+32    0.0000000e+00
2049    2.7988571e-01    2.8063127e-01    2.8138080e-01    1.0979071e+32   -3.1426747e+31    1.4121745e+32    0.0000000e+00
2050    2.8138080e-01    2.8213036e-01    2.8288388e-01    1.1039496e+32   -3.1467797e+31    1.4186274e+32    1.3872786e+25
2051    2.8288388e-01    2.8363746e-01    2.8439501e-01    1.1100245e+32   -3.1508497e+31    1.4251095e+32    0.0000000e+00
2052    2.8439501e-01    2.8515258e-01    2.8591421e-01    1.1161316e+32   -3.1548827e+31    1.4316199e+32    0.0000000e+00
2053    2.8591421e-01    2.8667581e-01    2.8744152e-01    1.1222713e+32   -3.1588784e+31    1.4381591e+32    0.0000000e+00
2054    2.8744152e-01    2.8820717e-01    2.8897697e-01    1.1284438e+32   -3.1628374e+31    1.4447276e+32    0.0000000e+00
2055    2.8897697e-01    2.8974673e-01    2.9052064e-01    1.1346491e+32   -3.1667587e+31    1.4513251e+32    0.0000000e+00
2056    2.9052064e-01    2.9129452e-01    2.9207253e-01    1.1408878e+32   -3.1706427e+31    1.4579521e+32    0.0000000e+00
2057    2.9207253e-01    2.9285055e-01    2.9363275e-01    1.1471594e+32   -3.1744871e+31    1.4646081e+32    0.0000000e+00
2058    2.9363275e-01    2.9441491e-01    2.9520130e-01    1.1534646e+32   -3.1782926e+31    1.4712938e+32    1.5107192e+25
2059    2.9520130e-01    2.9598764e-01    2.9677820e-01    1.1598032e+32   -3.1820581e+31    1.4780091e+32    0.0000000e+00
2060    2.9677820e-01    2.9756874e-01    2.9836354e-01    1.1661756e+32   -3.1857838e+31    1.4847539e+32    0.0000000e+00
2061    2.9836354e-01    2.9915833e-01    2.9995733e-01    1.1725822e+32   -3.1894686e+31    1.4915291e+32    0.0000000e+00
2062    2.9995733e-01    3.0075637e-01    3.0155966e-01    1.1790225e+32   -3.1931036e+31    1.4983329e+32    0.0000000e+00
2063    3.0155966e-01    3.0236295e-01    3.0317053e-01    1.1854657e+32   -3.1938232e+31    1.5048479e+32    0.0000000e+00
2064    3.0317053e-01    3.0397812e-01    3.0478999e-01    1.1919747e+32   -3.1973723e+31    1.5117120e+32    0.0000000e+00
2065    3.0478999e-01    3.0560192e-01    3.0641815e-01    1.1985187e+32   -3.2008789e+31    1.5186067e+32    1.6277071e+25
2066    3.0641815e-01    3.0723441e-01    3.0805498e-01    1.2050974e+32   -3.2043415e+31    1.5255315e+32    0.0000000e+00
2067    3.0805498e-01    3.0887559e-01    3.0970058e-01    1.2117110e+32   -3.2077601e+31    1.5324870e+32    1.6627666e+25
2068    3.0970058e-01    3.1052554e-01    3.1135494e-01    1.2183599e+32   -3.2111340e+31    1.5394734e+32    1.6805784e+25
2069    3.1135494e-01    3.1218430e-01    3.1301814e-01    1.2250441e+32   -3.2144624e+31    1.5464902e+32    0.0000000e+00
2070    3.1301814e-01    3.1385195e-01    3.1469023e-01    1.2317638e+32   -3.2177451e+31    1.5535382e+32    0.0000000e+00
2071    3.1469023e-01    3.1552848e-01    3.1637123e-01    1.2385192e+32   -3.2209817e+31    1.5606174e+32    0.0000000e+00
2072    3.1637123e-01    3.1721398e-01    3.1806123e-01    1.2453107e+32   -3.2241716e+31    1.5677279e+32    0.0000000e+00
2073    3.1806123e-01    3.1890848e-01    3.1976026e-01    1.2521384e+32   -3.2273143e+31    1.5748698e+32    0.0000000e+00
2074    3.1976026e-01    3.2061204e-01    3.2146835e-01    1.2590020e+32   -3.2304082e+31    1.5820429e+32    0.0000000e+00
2075    3.2146835e-01    3.2232469e-01    3.2318559e-01    1.2659026e+32   -3.2334542e+31    1.5892481e+32    0.0000000e+00
2076    3.2318559e-01    3.2404649e-01    3.2491198e-01    1.2728396e+32   -3.2364511e+31    1.5964847e+32    0.0000000e+00
2077    3.2491198e-01    3.2577750e-01    3.2664761e-01    1.2798137e+32   -3.2393985e+31    1.6037534e+32    1.8497212e+25
2078    3.2664761e-01    3.2751775e-01    3.2839251e-01    1.2868246e+32   -3.2422953e+31    1.6110540e+32    0.0000000e+00
2079    3.2839251e-01    3.2926729e-01    3.3014673e-01    1.2938728e+32   -3.2451413e+31    1.6183870e+32    0.0000000e+00
2080    3.3014673e-01    3.3102617e-01    3.3191031e-01    1.3009585e+32   -3.2479359e+31    1.6257522e+32    0.0000000e+00
2081    3.3191031e-01    3.3279446e-01    3.3368331e-01    1.3080819e+32   -3.2506787e+31    1.6331499e+32    1.9302620e+25
2082    3.3368331e-01    3.3457220e-01    3.3546579e-01    1.3152432e+32   -3.2533690e+31    1.6405800e+32    0.0000000e+00
2083    3.3546579e-01    3.3635941e-01    3.3725777e-01    1.3224422e+32   -3.2560052e+31    1.6480427e+32    0.0000000e+00
2084    3.3725777e-01    3.3815616e-01    3.3905935e-01    1.3296798e+32   -3.2585885e+31    1.6555386e+32    0.0000000e+00
2085    3.3905935e-01    3.3996257e-01    3.4087056e-01    1.3369558e+32   -3.2611175e+31    1.6630676e+32    1.0071549e+25
2086    3.4087056e-01    3.4177855e-01    3.4269142e-01    1.3442701e+32   -3.2635905e+31    1.6706291e+32    0.0000000e+00
2087    3.4269142e-01    3.4360427e-01    3.4452203e-01    1.3516236e+32   -3.2660086e+31    1.6782244e+32    0.0000000e+00
2088    3.4452203e-01    3.4543976e-01    3.4636241e-01    1.3590160e+32   -3.2683701e+31    1.6858531e+32    0.0000000e+00
2089    3.4636241e-01    3.4728503e-01    3.4821260e-01    1.3664478e+32   -3.2706751e+31    1.6935151e+32    1.0510085e+25
2090    3.4821260e-01    3.4914017e-01    3.5007268e-01    1.3739190e+32   -3.2729222e+31    1.7012111e+32    0.0000000e+00
2091    3.5007268e-01    3.5100523e-01    3.5194272e-01    1.3814297e+32   -3.2751113e+31    1.7089408e+32    0.0000000e+00
2092    3.5194272e-01    3.5288024e-01    3.5382274e-01    1.3889803e+32   -3.2772415e+31    1.7167045e+32    0.0000000e+00
2093    3.5382274e-01    3.5476527e-01    3.5571280e-01    1.3965710e+32   -3.2793121e+31    1.7245023e+32    1.0967718e+25
2094    3.5571280e-01    3.5666034e-01    3.5761297e-01    1.4042019e+32   -3.2813221e+31    1.7323340e+32    0.0000000e+00
2095    3.5761297e-01    3.5856557e-01    3.5952327e-01    1.4118734e+32   -3.2832721e+31    1.7402006e+32    0.0000000e+00
2096    3.5952327e-01    3.6048096e-01    3.6144379e-01    1.4195856e+32   -3.2851604e+31    1.7481017e+32    0.0000000e+00
2097    3.6144379e-01    3.6240661e-01    3.6337453e-01    1.4273385e+32   -3.2869861e+31    1.7560371e+32    0.0000000e+00
2098    3.6337453e-01    3.6434248e-01    3.6531562e-01    1.4351327e+32   -3.2887495e+31    1.7640075e+32    0.0000000e+00
2099    3.6531562e-01    3.6628875e-01    3.6726707e-01    1.4429682e+32   -3.2904495e+31    1.7720131e+32    0.0000000e+00
2100    3.6726707e-01    3.6824542e-01    3.6922896e-01    1.4508452e+32   -3.2920849e+31    1.7800537e+32    1.1817042e+25
2101    3.6922896e-01    3.7021250e-01    3.7120131e-01    1.4587640e+32   -3.2936553e+31    1.7881295e+32    1.1943628e+25
2102    3.7120131e-01    3.7219012e-01    3.7318420e-01    1.4667246e+32   -3.2951602e+31    1.7962407e+32    0.0000000e+00
2103    3.7318420e-01    3.7417829e-01    3.7517768e-01    1.4747277e+32   -3.2965985e+31    1.8043876e+32    1.2200883e+25
2104    3.7517768e-01    3.7617707e-01    3.7718180e-01    1.4827730e+32   -3.2979704e+31    1.8125699e+32    0.0000000e+00
2105    3.7718180e-01    3.7818655e-01    3.7919664e-01    1.4908611e+32   -3.2992741e+31    1.8207885e+32    0.0000000e+00
2106    3.7919664e-01    3.8020676e-01    3.8122225e-01    1.4989918e+32   -3.3005094e+31    1.8290429e+32    0.0000000e+00
2107    3.8122225e-01    3.8223776e-01    3.8325867e-01    1.5071657e+32   -3.3016755e+31    1.8373332e+32    0.0000000e+00
2108    3.8325867e-01    3.8427961e-01    3.8530597e-01    1.5153830e+32   -3.3027720e+31    1.8456603e+32    0.0000000e+00
2109    3.8530597e-01    3.8633236e-01    3.8736421e-01    1.5236437e+32   -3.3037975e+31    1.8540235e+32    0.0000000e+00
2110    3.8736421e-01    3.8839605e-01    3.8943344e-01    1.5319481e+32   -3.3047513e+31    1.8624233e+32    0.0000000e+00
2111    3.8943344e-01    3.9047083e-01    3.9151374e-01    1.5402968e+32   -3.3056336e+31    1.8708601e+32    0.0000000e+00
2112    3.9151374e-01    3.9255664e-01    3.9360514e-01    1.5486894e+32   -3.3064423e+31    1.8793334e+32    1.3428848e+25
2113    3.9360514e-01    3.9465362e-01    3.9570770e-01    1.5571267e+32   -3.3071781e+31    1.8878444e+32    0.0000000e+00
2114    3.9570770e-01    3.9676180e-01    3.9782152e-01    1.5656085e+32   -3.3078389e+31    1.8963922e+32    0.0000000e+00
2115    3.9782152e-01    3.9888120e-01    3.9994660e-01    1.5741349e+32   -3.3084240e+31    1.9049773e+32    0.0000000e+00
2116    3.9994660e-01    4.0101197e-01    4.0208304e-01    1.5827068e+32   -3.3089342e+31    1.9136004e+32    0.0000000e+00
2117    4.0208304e-01    4.0315410e-01    4.0423089e-01    1.5913241e+32   -3.3093670e+31    1.9222609e+32    0.0000000e+00
2118    4.0423089e-01    4.0530768e-01    4.0639025e-01    1.5999867e+32   -3.3097217e+31    1.9309590e+32    1.4315409e+25
2119    4.0639025e-01    4.0747279e-01    4.0856108e-01    1.6086955e+32   -3.3099990e+31    1.9396954e+32    1.4468759e+25
2120    4.0856108e-01    4.0964940e-01    4.1074356e-01    1.6174502e+32   -3.3101961e+31    1.9484698e+32    0.0000000e+00
2121    4.1074356e-01    4.1183770e-01    4.1293767e-01    1.6262511e+32   -3.3103136e+31    1.9572824e+32    0.0000000e+00
2122    4.1293767e-01    4.1403764e-01    4.1514349e-01    1.6350987e+32   -3.3103506e+31    1.9661337e+32    0.0000000e+00
2123    4.1514349e-01    4.1624939e-01    4.1736114e-01    1.6439933e+32   -3.3103056e+31    1.9750237e+32    0.0000000e+00
2124    4.1736114e-01    4.1847292e-01    4.1959059e-01    1.6529345e+32   -3.3101777e+31    1.9839523e+32    0.0000000e+00
2125    4.1959059e-01    4.2070833e-01    4.2183200e-01    1.6619231e+32   -3.3099666e+31    1.9929200e+32    1.5423974e+25
2126    4.2183200e-01    4.2295566e-01    4.2408535e-01    1.6709595e+32   -3.3096719e+31    2.0019266e+32    1.5589198e+25
2127    4.2408535e-01    4.2521501e-01    4.2635074e-01    1.6800434e+32   -3.3092915e+31    2.0109727e+32    0.0000000e+00
2128    4.2635074e-01    4.2748642e-01    4.2862821e-01    1.6891754e+32   -3.3088256e+31    2.0200580e+32    0.0000000e+00
2129    4.2862821e-01    4.2976999e-01    4.3091789e-01    1.6983557e+32   -3.3082731e+31    2.0291830e+32    0.0000000e+00
2130    4.3091789e-01    4.3206576e-01    4.3321976e-01    1.7075847e+32   -3.3076331e+31    2.0383480e+32    0.0000000e+00
2131    4.3321976e-01    4.3437377e-01    4.3553394e-01    1.7168621e+32   -3.3069041e+31    2.0475526e+32    1.6442253e+25
2132    4.3553394e-01    4.3669412e-01    4.3786049e-01    1.7261886e+32   -3.3060859e+31    2.0567973e+32    0.0000000e+00
2133    4.3786049e-01    4.3902686e-01    4.4019946e-01    1.7355645e+32   -3.3051773e+31    2.0660823e+32    0.0000000e+00
2134    4.4019946e-01    4.4137204e-01    4.4255093e-01    1.7449900e+32   -3.3041778e+31    2.0754076e+32    0.0000000e+00
2135    4.4255093e-01    4.4372982e-01    4.4491497e-01    1.7544653e+32   -3.3030864e+31    2.0847738e+32    0.0000000e+00
2136    4.4491497e-01    4.4610015e-01    4.4729161e-01    1.7639907e+32   -3.3019021e+31    2.0941808e+32    0.0000000e+00
2137    4.4729161e-01    4.4848311e-01    4.4968095e-01    1.7735661e+32   -3.3006238e+31    2.1036286e+32    0.0000000e+00
2138    4.4968095e-01    4.5087883e-01    4.5208308e-01    1.7831923e+32   -3.2992504e+31    2.1131174e+32    0.0000000e+00
2139    4.5208308e-01    4.5328733e-01    4.5449805e-01    1.7928693e+32   -3.2977821e+31    2.1226476e+32    1.7905287e+25
2140    4.5449805e-01    4.5570871e-01    4.5692587e-01    1.8025974e+32   -3.2962170e+31    2.1322190e+32    0.0000000e+00
2141    4.5692587e-01    4.5814303e-01    4.5936671e-01    1.8123769e+32   -3.2945542e+31    2.1418322e+32    1.8290951e+25
2142    4.5936671e-01    4.6059036e-01    4.6182054e-01    1.8222083e+32   -3.2927938e+31    2.1514876e+32    0.0000000e+00
2143    4.6182054e-01    4.6305075e-01    4.6428752e-01    1.8320909e+32   -3.2909333e+31    2.1611843e+32    0.0000000e+00
2144    4.6428752e-01    4.6552429e-01    4.6676767e-01    1.8420262e+32   -3.2889726e+31    2.1709234e+32    0.0000000e+00
2145    4.6676767e-01    4.6801105e-01    4.6926105e-01    1.8520138e+32   -3.2869114e+31    2.1807049e+32    0.0000000e+00
2146    4.6926105e-01    4.7051105e-01    4.7176778e-01    1.8620541e+32   -3.2847479e+31    2.1905289e+32    0.0000000e+00
2147    4.7176778e-01    4.7302446e-01    4.7428787e-01    1.8721476e+32   -3.2824819e+31    2.2003957e+32    0.0000000e+00
2148    4.7428787e-01    4.7555128e-01    4.7682145e-01    1.8822940e+32   -3.2801117e+31    2.2103054e+32    1.9707376e+25
2149    4.7682145e-01    4.7809157e-01    4.7936851e-01    1.8924941e+32   -3.2776368e+31    2.2202578e+32    0.0000000e+00
2150    4.7936851e-01    4.8064545e-01    4.8192924e-01    1.9027481e+32   -3.2750569e+31    2.2302538e+32    0.0000000e+00
2151    4.8192924e-01    4.8321298e-01    4.8450363e-01    1.9130562e+32   -3.2723707e+31    2.2402933e+32    0.0000000e+00
2152    4.8450363e-01    4.8579425e-01    4.8709175e-01    1.9234186e+32   -3.2695774e+31    2.2503763e+32    0.0000000e+00
2153    4.8709175e-01    4.8838925e-01    4.8969367e-01    1.9338358e+32   -3.2666762e+31    2.2605035e+32    0.0000000e+00
2154    4.8969367e-01    4.9099815e-01    4.9230957e-01    1.9443077e+32   -3.2636660e+31    2.2706745e+32    2.1008439e+25
2155    4.9230957e-01    4.9362096e-01    4.9493939e-01    1.9548352e+32   -3.2605467e+31    2.2808898e+32    0.0000000e+00
2156    4.9493939e-01    4.9625781e-01    4.9758327e-01    1.9654180e+32   -3.2573172e+31    2.2911496e+32    0.0000000e+00
2157    4.9758327e-01    4.9890873e-01    5.0024128e-01    1.9760566e+32   -3.2539757e+31    2.3014541e+32    0.0000000e+00
2158    5.0024128e-01    5.0157380e-01    5.0291348e-01    1.9867512e+32   -3.2505213e+31    2.3118033e+32    0.0000000e+00
2159    5.0291348e-01    5.0425315e-01    5.0559998e-01    1.9975027e+32   -3.2469533e+31    2.3221979e+32    0.0000000e+00
2160    5.0559998e-01    5.0694674e-01    5.0830078e-01    2.0082629e+32   -3.2389661e+31    2.3321595e+32    0.0000000e+00
2161    5.0830078e-01    5.0965476e-01    5.1101607e-01    2.0191011e+32   -3.2327559e+31    2.3423766e+32    0.0000000e+00
2162    5.1101607e-01    5.1237726e-01    5.1374578e-01    2.0300230e+32   -3.2288095e+31    2.3529039e+32    0.0000000e+00
2163    5.1374578e-01    5.1511431e-01    5.1649016e-01    2.0410024e+32   -3.2247431e+31    2.3634767e+32    0.0000000e+00
2164    5.1649016e-01    5.1786590e-01    5.1924914e-01    2.0520394e+32   -3.2205547e+31    2.3740947e+32    0.0000000e+00
2165    5.1924914e-01    5.2063233e-01    5.2202284e-01    2.0631350e+32   -3.2162439e+31    2.3847592e+32    2.3620894e+25
2166    5.2202284e-01    5.2341342e-01    5.2481139e-01    2.0742887e+32   -3.2118088e+31    2.3954697e+32    0.0000000e+00
2167    5.2481139e-01    5.2620941e-01    5.2761483e-01    2.0855013e+32   -3.2072490e+31    2.4062264e+32    0.0000000e+00
2168    5.2761483e-01    5.2902031e-01    5.3043324e-01    2.0967727e+32   -3.2025625e+31    2.4170288e+32    2.4388145e+25
2169    5.3043324e-01    5.3184623e-01    5.3326672e-01    2.1081038e+32   -3.1977485e+31    2.4278786e+32    0.0000000e+00
2170    5.3326672e-01    5.3468728e-01    5.3611541e-01    2.1194944e+32   -3.1928065e+31    2.4387751e+32    0.0000000e+00
2171    5.3611541e-01    5.3754348e-01    5.3897923e-01    2.1309447e+32   -3.1877340e+31    2.4497183e+32    0.0000000e+00
2172    5.3897923e-01    5.4041493e-01    5.4185838e-01    2.1424560e+32   -3.1825316e+31    2.4607091e+32    0.0000000e+00
2173    5.4185838e-01    5.4330176e-01    5.4475290e-01    2.1540275e+32   -3.1771961e+31    2.4717471e+32    0.0000000e+00
2174    5.4475290e-01    5.4620397e-01    5.4766279e-01    2.1656600e+32   -3.1717274e+31    2.4828330e+32    0.0000000e+00
2175    5.4766279e-01    5.4912168e-01    5.5058837e-01    2.1773537e+32   -3.1661233e+31    2.4939660e+32    0.0000000e+00
2176    5.5058837e-01    5.5205500e-01    5.5352950e-01    2.1891089e+32   -3.1603838e+31    2.5051475e+32    0.0000000e+00
2177    5.5352950e-01    5.5500400e-01    5.5648637e-01    2.2009262e+32   -3.1545070e+31    2.5163770e+32    0.0000000e+00
2178    5.5648637e-01    5.5796874e-01    5.5945903e-01    2.2128054e+32   -3.1484916e+31    2.5276548e+32    0.0000000e+00
2179    5.5945903e-01    5.6094933e-01    5.6244755e-01    2.2247475e+32   -3.1423362e+31    2.5389810e+32    0.0000000e+00
2180    5.6244755e-01    5.6394577e-01    5.6545204e-01    2.2367522e+32   -3.1360401e+31    2.5503563e+32    0.0000000e+00
2181    5.6545204e-01    5.6695831e-01    5.6847256e-01    2.2488202e+32   -3.1296019e+31    2.5617804e+32    0.0000000e+00
2182    5.6847256e-01    5.6998688e-01    5.7150930e-01    2.2609514e+32   -3.1230190e+31    2.5732532e+32    0.0000000e+00
2183    5.7150930e-01    5.7303166e-01    5.7456213e-01    2.2731465e+32   -3.1162918e+31    2.5847757e+32    0.0000000e+00
2184    5.7456213e-01    5.7609266e-01    5.7763135e-01    2.2854058e+32   -3.1094179e+31    2.5963475e+32    0.0000000e+00
2185    5.7763135e-01    5.7917011e-01    5.8071697e-01    2.2977303e+32   -3.1023974e+31    2.6079698e+32    0.0000000e+00
2186    5.8071697e-01    5.8226389e-01    5.8381909e-01    2.3101186e+32   -3.0952268e+31    2.6196413e+32    0.0000000e+00
2187    5.8381909e-01    5.8537424e-01    5.8693773e-01    2.3225722e+32   -3.0879058e+31    2.6313628e+32    0.0000000e+00
2188    5.8693773e-01    5.8850121e-01    5.9007299e-01    2.3350917e+32   -3.0804337e+31    2.6431351e+32    0.0000000e+00
2189    5.9007299e-01    5.9164488e-01    5.9322512e-01    2.3476767e+32   -3.0728080e+31    2.6549576e+32    0.0000000e+00
2190    5.9322512e-01    5.9480536e-01    5.9639400e-01    2.3603280e+32   -3.0650278e+31    2.6668308e+32    0.0000000e+00
2191    5.9639400e-01    5.9798270e-01    5.9957987e-01    2.3730458e+32   -3.0570917e+31    2.6787549e+32    0.0000000e+00
2192    5.9957987e-01    6.0117704e-01    6.0278273e-01    2.3858306e+32   -3.0489987e+31    2.6907304e+32    0.0000000e+00
2193    6.0278273e-01    6.0438836e-01    6.0600263e-01    2.3986821e+32   -3.0407461e+31    2.7027568e+32    0.0000000e+00
2194    6.0600263e-01    6.0761690e-01    6.0923982e-01    2.4116016e+32   -3.0323334e+31    2.7148350e+32    0.0000000e+00
2195    6.0923982e-01    6.1086267e-01    6.1249429e-01    2.4245891e+32   -3.0237592e+31    2.7269649e+32    1.6258905e+25
2196    6.1249429e-01    6.1412585e-01    6.1576611e-01    2.4376449e+32   -3.0150223e+31    2.7391472e+32    0.0000000e+00
2197    6.1576611e-01    6.1740637e-01    6.1905539e-01    2.4507690e+32   -3.0061207e+31    2.7513811e+32    0.0000000e+00
2198    6.1905539e-01    6.2070447e-01    6.2236226e-01    2.4639622e+32   -2.9970528e+31    2.7636677e+32    1.6787029e+25
2199    6.2236226e-01    6.2402016e-01    6.2568682e-01    2.4772248e+32   -2.9878171e+31    2.7760065e+32    0.0000000e+00
2200    6.2568682e-01    6.2735355e-01    6.2902915e-01    2.4905570e+32   -2.9784129e+31    2.7883982e+32    0.0000000e+00
2201    6.2902915e-01    6.3070476e-01    6.3238931e-01    2.5039593e+32   -2.9688377e+31    2.8008430e+32    1.7332306e+25
2202    6.3238931e-01    6.3407385e-01    6.3576746e-01    2.5174317e+32   -2.9590904e+31    2.8133408e+32    0.0000000e+00
2203    6.3576746e-01    6.3746101e-01    6.3916355e-01    2.5309754e+32   -2.9491697e+31    2.8258923e+32    0.0000000e+00
2204    6.3916355e-01    6.4086616e-01    6.4257789e-01    2.5445894e+32   -2.9390732e+31    2.8384969e+32    1.7895292e+25
2205    6.4257789e-01    6.4428961e-01    6.4601040e-01    2.5582758e+32   -2.9288008e+31    2.8511558e+32    1.8086992e+25
2206    6.4601040e-01    6.4773130e-01    6.4946133e-01    2.5720336e+32   -2.9183493e+31    2.8638687e+32    1.8280743e+25
2207    6.4946133e-01    6.5119135e-01    6.5293062e-01    2.5858639e+32   -2.9077183e+31    2.8766357e+32    0.0000000e+00
2208    6.5293062e-01    6.5466988e-01    6.5641844e-01    2.5997663e+32   -2.8969054e+31    2.8894567e+32    0.0000000e+00
2209    6.5641844e-01    6.5816706e-01    6.5992492e-01    2.6137427e+32   -2.8859100e+31    2.9023336e+32    0.0000000e+00
2210    6.5992492e-01    6.6168284e-01    6.6345012e-01    2.6277916e+32   -2.8747294e+31    2.9152645e+32    0.0000000e+00
2211    6.6345012e-01    6.6521740e-01    6.6699415e-01    2.6419141e+32   -2.8633618e+31    2.9282503e+32    0.0000000e+00
2212    6.6699415e-01    6.6877091e-01    6.7055714e-01    2.6561118e+32   -2.8518072e+31    2.9412923e+32    0.0000000e+00
2213    6.7055714e-01    6.7234337e-01    6.7413914e-01    2.6703833e+32   -2.8400625e+31    2.9543894e+32    0.0000000e+00
2214    6.7413914e-01    6.7593491e-01    6.7774022e-01    2.6847297e+32   -2.8281258e+31    2.9675423e+32    0.0000000e+00
2215    6.7774022e-01    6.7954558e-01    6.8136066e-01    2.6991513e+32   -2.8159961e+31    2.9807509e+32    2.0120618e+25
2216    6.8136066e-01    6.8317562e-01    6.8500036e-01    2.7136487e+32   -2.8036726e+31    2.9940160e+32    0.0000000e+00
2217    6.8500036e-01    6.8682504e-01    6.8865949e-01    2.7282225e+32   -2.7911517e+31    3.0073376e+32    2.0553999e+25
2218    6.8865949e-01    6.9049394e-01    6.9233817e-01    2.7428728e+32   -2.7784333e+31    3.0207161e+32    2.0774179e+25
2219    6.9233817e-01    6.9418240e-01    6.9603652e-01    2.7575993e+32   -2.7655140e+31    3.0341506e+32    2.0996714e+25
2220    6.9603652e-01    6.9789064e-01    6.9975466e-01    2.7724039e+32   -2.7523936e+31    3.0476432e+32    0.0000000e+00
2221    6.9975466e-01    7.0161867e-01    7.0349258e-01    2.7872856e+32   -2.7390695e+31    3.0611926e+32    0.0000000e+00
2222    7.0349258e-01    7.0536661e-01    7.0725054e-01    2.8022456e+32   -2.7255404e+31    3.0747997e+32    0.0000000e+00
2223    7.0725054e-01    7.0913452e-01    7.1102858e-01    2.8172838e+32   -2.7118039e+31    3.0884641e+32    0.0000000e+00
2224    7.1102858e-01    7.1292257e-01    7.1482676e-01    2.8324012e+32   -2.6978582e+31    3.1021868e+32    2.2145671e+25
2225    7.1482676e-01    7.1673089e-01    7.1864522e-01    2.8475979e+32   -2.6837019e+31    3.1159682e+32    2.2382901e+25
2226    7.1864522e-01    7.2055954e-01    7.2248411e-01    2.8628741e+32   -2.6693336e+31    3.1298074e+32    0.0000000e+00
2227    7.2248411e-01    7.2440863e-01    7.2634345e-01    2.8782301e+32   -2.6547506e+31    3.1437052e+32    0.0000000e+00
2228    7.2634345e-01    7.2827834e-01    7.3022348e-01    2.8936672e+32   -2.6399523e+31    3.1576624e+32    0.0000000e+00
2229    7.3022348e-01    7.3216867e-01    7.3412424e-01    2.9091852e+32   -2.6249353e+31    3.1716788e+32    0.0000000e+00
2230    7.3412424e-01    7.3607975e-01    7.3804575e-01    2.9247844e+32   -2.6096987e+31    3.1857544e+32    0.0000000e+00
2231    7.3804575e-01    7.4001175e-01    7.4198824e-01    2.9404654e+32   -2.5942400e+31    3.1998893e+32    2.3860598e+25
2232    7.4198824e-01    7.4396479e-01    7.4595183e-01    2.9562289e+32   -2.5785580e+31    3.2140846e+32    0.0000000e+00
2233    7.4595183e-01    7.4793893e-01    7.4993658e-01    2.9720747e+32   -2.5626502e+31    3.2283395e+32    2.4374536e+25
2234    7.4993658e-01    7.5193423e-01    7.5394261e-01    2.9880035e+32   -2.5465152e+31    3.2426549e+32    0.0000000e+00
2235    7.5394261e-01    7.5595093e-01    7.5797004e-01    3.0040157e+32   -2.5301509e+31    3.2570307e+32    0.0000000e+00
2236    7.5797004e-01    7.5998914e-01    7.6201898e-01    3.0201122e+32   -2.5135558e+31    3.2714678e+32    0.0000000e+00
2237    7.6201898e-01    7.6404881e-01    7.6608956e-01    3.0362930e+32   -2.4967273e+31    3.2859656e+32    0.0000000e+00
2238    7.6608956e-01    7.6813024e-01    7.7018189e-01    3.0525586e+32   -2.4796640e+31    3.3005249e+32    0.0000000e+00
2239    7.7018189e-01    7.7223349e-01    7.7429605e-01    3.0689096e+32   -2.4623640e+31    3.3151458e+32    0.0000000e+00
2240    7.7429605e-01    7.7635866e-01    7.7843219e-01    3.0853462e+32   -2.4448262e+31    3.3298285e+32    0.0000000e+00
2241    7.7843219e-01    7.8050578e-01    7.8259045e-01    3.1018688e+32   -2.4270479e+31    3.3445736e+32    0.0000000e+00
