Spectra extracted from: /Users/belmont/Recherche/codes/BELM/belm/simu_BSC_sansinduit/BSC_sansinduit.txt
At local time: 16:37:44,  07/29/2021
Author: belmont
 
PARAMETERS:-----------------------------------
time      = 0.00e+00
Rcm       = 6.03e+05
tau       = 6.82e+00
lb        = 0.00e+00
beta      = ********
lth       = 9.49e+00
lc        = 0.00e+00
Tp        = 1.00e+06
pinj      = 2.12e-01
lnth      = 0.00e+00
p1        = 8.31e-01
p2        = 1.00e+03
gamma_inj = 5.00e+00
linjw     = 0.00e+00
kTin      = 1.00e+00
kTout     = 1.00e-10
linjem    = 0.00e+00
linjep    = 0.00e+00
lslh      = 0.00e+00
lh        = 0.00e+00
llll      = 0.00e+00
lblh      = 0.00e+00
lnthlh    = 0.00e+00
par3      = 0.00e+00
y         = 0.00e+00
rr        = 0.00e+00
qsto      = 1.67e+00
lsto      = 0.00e+00
lstotot   = 0.00e+00
tau_inj   = 0.00e+00
kTin_inj  = 0.00e+00
pinj_inj  = 0.00e+00
 
PHOTON DISTRIBUTIONS:-------------------------
 #bin     Emin(keV)         E(keV)          Emax(keV)        SPECTRUM         Compton          Brems ep         Error           
-----------------------------------------------
0396    4.1913263e-05    4.2024913e-05    4.2137155e-05    5.9540343e+24   -1.7946418e+25    2.3900450e+25    0.0000000e+00
0397    4.2137155e-05    4.2249401e-05    4.2362244e-05    6.0514832e+24   -1.8254571e+25    2.4306053e+25    0.0000000e+00
0398    4.2362244e-05    4.2475091e-05    4.2588537e-05    6.1505180e+24   -1.8568076e+25    2.4718593e+25    0.0000000e+00
0399    4.2588537e-05    4.2701984e-05    4.2816038e-05    6.2511617e+24   -1.8886936e+25    2.5138100e+25    0.0000000e+00
0400    4.2816038e-05    4.2930089e-05    4.3044754e-05    6.3534432e+24   -1.9211321e+25    2.5564764e+25    0.0000000e+00
0401    4.3044754e-05    4.3159416e-05    4.3274693e-05    6.4573883e+24   -1.9541298e+25    2.5998684e+25    2.5971987e+18
0402    4.3274693e-05    4.3389966e-05    4.3505857e-05    6.5630230e+24   -1.9876948e+25    2.6439972e+25    0.0000000e+00
0403    4.3505857e-05    4.3621749e-05    4.3738259e-05    6.6703761e+24   -2.0218425e+25    2.6888802e+25    0.0000000e+00
0404    4.3738259e-05    4.3854765e-05    4.3971897e-05    6.2802880e+24   -1.6023762e+25    2.2304050e+25    1.3407806e+18
0405    4.3971897e-05    4.4089029e-05    4.4206790e-05    6.3860593e+24   -1.6330370e+25    2.2716430e+25    0.0000000e+00
0406    4.4206790e-05    4.4324548e-05    4.4442935e-05    6.4935854e+24   -1.6642234e+25    2.3135821e+25    0.0000000e+00
0407    4.4442935e-05    4.4561322e-05    4.4680342e-05    6.6028944e+24   -1.6959506e+25    2.3562400e+25    0.0000000e+00
0408    4.4680342e-05    4.4799363e-05    4.4919016e-05    6.7140153e+24   -1.7282255e+25    2.3996272e+25    0.0000000e+00
0409    4.4919016e-05    4.5038672e-05    4.5158966e-05    6.8269774e+24   -1.7610551e+25    2.4437529e+25    0.0000000e+00
0410    4.5158966e-05    4.5279259e-05    4.5400197e-05    6.9418113e+24   -1.7944598e+25    2.4886410e+25    0.0000000e+00
0411    4.5400197e-05    4.5521134e-05    4.5642715e-05    7.0585480e+24   -1.8284363e+25    2.5342912e+25    0.0000000e+00
0412    4.5642715e-05    4.5764296e-05    4.5886532e-05    7.1772171e+24   -1.8630066e+25    2.5807283e+25    0.0000000e+00
0413    4.5886532e-05    4.6008765e-05    4.6131652e-05    7.2978536e+24   -1.8981704e+25    2.6279557e+25    0.0000000e+00
0414    4.6131652e-05    4.6254532e-05    4.6378078e-05    7.4204864e+24   -1.9338890e+25    2.6759377e+25    0.0000000e+00
0415    4.6378078e-05    4.6501616e-05    4.6625817e-05    7.5451495e+24   -1.9701478e+25    2.7246627e+25    0.0000000e+00
0416    4.6625817e-05    4.6750025e-05    4.6874884e-05    7.6718775e+24   -2.0070277e+25    2.7742153e+25    0.0000000e+00
0417    4.6874884e-05    4.6999750e-05    4.7125286e-05    7.8007009e+24   -2.0445391e+25    2.8246090e+25    0.0000000e+00
0418    4.7125286e-05    4.7250818e-05    4.7377020e-05    7.9316572e+24   -2.0826944e+25    2.8758601e+25    0.0000000e+00
0419    4.7377020e-05    4.7503221e-05    4.7630099e-05    8.0647793e+24   -2.1215040e+25    2.9279821e+25    0.0000000e+00
0420    4.7630099e-05    4.7756974e-05    4.7884532e-05    8.2001023e+24   -2.1609791e+25    2.9809892e+25    0.0000000e+00
0421    4.7884532e-05    4.8012083e-05    4.8140322e-05    8.3376655e+24   -2.2011326e+25    3.0348991e+25    0.0000000e+00
0422    4.8140322e-05    4.8268557e-05    4.8397480e-05    8.4775027e+24   -2.2419730e+25    3.0897233e+25    0.0000000e+00
0423    4.8397480e-05    4.8526399e-05    4.8656009e-05    8.6196510e+24   -2.2835139e+25    3.1454791e+25    0.0000000e+00
0424    4.8656009e-05    4.8785620e-05    4.8915921e-05    8.7641490e+24   -2.3257673e+25    3.2021821e+25    0.0000000e+00
0425    4.8915921e-05    4.9046223e-05    4.9177223e-05    8.9110358e+24   -2.3687457e+25    3.2598494e+25    0.0000000e+00
0426    4.9177223e-05    4.9308219e-05    4.9439917e-05    9.0603489e+24   -2.4124620e+25    3.3184966e+25    0.0000000e+00
0427    4.9439917e-05    4.9571612e-05    4.9704016e-05    9.2121287e+24   -2.4569251e+25    3.3781377e+25    0.0000000e+00
0428    4.9704016e-05    4.9836417e-05    4.9969527e-05    9.3664167e+24   -2.5021500e+25    3.4387918e+25    0.0000000e+00
0429    4.9969527e-05    5.0102633e-05    5.0236453e-05    9.5232521e+24   -2.5481493e+25    3.5004747e+25    0.0000000e+00
0430    5.0236453e-05    5.0370272e-05    5.0504808e-05    9.6826764e+24   -2.5949367e+25    3.5632044e+25    0.0000000e+00
0431    5.0504808e-05    5.0639341e-05    5.0774597e-05    9.8447345e+24   -2.6425272e+25    3.6270007e+25    0.0000000e+00
0432    5.0774597e-05    5.0909850e-05    5.1045827e-05    1.0009466e+25   -2.6909322e+25    3.6918790e+25    0.0000000e+00
0433    5.1045827e-05    5.1181800e-05    5.1318504e-05    1.0176919e+25   -2.7401674e+25    3.7578593e+25    3.6524578e+18
0434    5.1318504e-05    5.1455205e-05    5.1592637e-05    1.0347133e+25   -2.7902462e+25    3.8249596e+25    3.6915836e+18
0435    5.1592637e-05    5.1730069e-05    5.1868239e-05    1.0520155e+25   -2.8411841e+25    3.8931996e+25    0.0000000e+00
0436    5.1868239e-05    5.2006402e-05    5.2145311e-05    1.0696032e+25   -2.8929953e+25    3.9625986e+25    0.0000000e+00
0437    5.2145311e-05    5.2284213e-05    5.2423860e-05    1.0874811e+25   -2.9456921e+25    4.0331731e+25    0.0000000e+00
0438    5.2423860e-05    5.2563504e-05    5.2703897e-05    1.1056537e+25   -2.9992912e+25    4.1049452e+25    0.0000000e+00
0439    5.2703897e-05    5.2844291e-05    5.2985433e-05    1.1241260e+25   -3.0538082e+25    4.1779344e+25    0.0000000e+00
0440    5.2985433e-05    5.3126576e-05    5.3268472e-05    1.1429028e+25   -3.1092607e+25    4.2521636e+25    0.0000000e+00
0441    5.3268472e-05    5.3410367e-05    5.3553023e-05    1.1619891e+25   -3.1656603e+25    4.3276495e+25    0.0000000e+00
0442    5.3553023e-05    5.3695680e-05    5.3839096e-05    1.1813901e+25   -3.2230237e+25    4.4044138e+25    0.0000000e+00
0443    5.3839096e-05    5.3982509e-05    5.4126693e-05    1.2011105e+25   -3.2813672e+25    4.4824776e+25    0.0000000e+00
0444    5.4126693e-05    5.4270873e-05    5.4415828e-05    1.2211560e+25   -3.3407081e+25    4.5618641e+25    0.0000000e+00
0445    5.4415828e-05    5.4560780e-05    5.4706510e-05    1.2415317e+25   -3.4010659e+25    4.6425977e+25    0.0000000e+00
0446    5.4706510e-05    5.4852233e-05    5.4998738e-05    1.2622428e+25   -3.4624511e+25    4.7246940e+25    0.0000000e+00
0447    5.4998738e-05    5.5145243e-05    5.5292534e-05    1.2832953e+25   -3.5248850e+25    4.8081803e+25    0.0000000e+00
0448    5.5292534e-05    5.5439821e-05    5.5587898e-05    1.3046942e+25   -3.5883849e+25    4.8930791e+25    0.0000000e+00
0449    5.5587898e-05    5.5735971e-05    5.5884837e-05    1.3264455e+25   -3.6529698e+25    4.9794159e+25    4.3313697e+18
0450    5.5884837e-05    5.6033703e-05    5.6183362e-05    1.3485549e+25   -3.7186628e+25    5.0672178e+25    0.0000000e+00
0451    5.6183362e-05    5.6333025e-05    5.6483488e-05    1.3710280e+25   -3.7854755e+25    5.1565032e+25    0.0000000e+00
0452    5.6483488e-05    5.6633948e-05    5.6785211e-05    1.3938711e+25   -3.8534301e+25    5.2473009e+25    4.4720612e+18
0453    5.6785211e-05    5.6936475e-05    5.7088546e-05    1.4170899e+25   -3.9225456e+25    5.3396356e+25    0.0000000e+00
0454    5.7088546e-05    5.7240621e-05    5.7393507e-05    1.4406908e+25   -3.9928300e+25    5.4335212e+25    4.5683859e+18
0455    5.7393507e-05    5.7546389e-05    5.7700090e-05    1.4646797e+25   -4.0642300e+25    5.5289098e+25    0.0000000e+00
0456    5.7700090e-05    5.7853791e-05    5.8008314e-05    1.4890633e+25   -4.1368332e+25    5.6258963e+25    0.0000000e+00
0457    5.8008314e-05    5.8162837e-05    5.8318183e-05    1.5138480e+25   -4.2106755e+25    5.7245237e+25    0.0000000e+00
0458    5.8318183e-05    5.8473532e-05    5.8629710e-05    1.5390400e+25   -4.2857786e+25    5.8248186e+25    0.0000000e+00
0459    5.8629710e-05    5.8785889e-05    5.8942900e-05    1.5646460e+25   -4.3621629e+25    5.9268088e+25    0.0000000e+00
0460    5.8942900e-05    5.9099912e-05    5.9257763e-05    1.5906730e+25   -4.4398504e+25    6.0305233e+25    0.0000000e+00
0461    5.9257763e-05    5.9415612e-05    5.9574308e-05    1.6171277e+25   -4.5188629e+25    6.1359907e+25    0.0000000e+00
0462    5.9574308e-05    5.9733000e-05    5.9892540e-05    1.6440172e+25   -4.5992229e+25    6.2432401e+25    0.0000000e+00
0463    5.9892540e-05    6.0052083e-05    6.0212478e-05    1.6713485e+25   -4.6809522e+25    6.3523000e+25    0.0000000e+00
0464    6.0212478e-05    6.0372873e-05    6.0534123e-05    1.6991286e+25   -4.7640741e+25    6.4632023e+25    0.0000000e+00
0465    6.0534123e-05    6.0695373e-05    6.0857485e-05    1.7273651e+25   -4.8486123e+25    6.5759779e+25    5.1364758e+18
0466    6.0857485e-05    6.1019597e-05    6.1182574e-05    1.7560652e+25   -4.9345926e+25    6.6906576e+25    5.1914986e+18
0467    6.1182574e-05    6.1345556e-05    6.1509403e-05    1.7852367e+25   -5.0220417e+25    6.8072784e+25    0.0000000e+00
0468    6.1509403e-05    6.1673250e-05    6.1837971e-05    1.8148871e+25   -5.1109836e+25    6.9258706e+25    5.3033190e+18
0469    6.1837971e-05    6.2002699e-05    6.2168299e-05    1.8450241e+25   -5.2014450e+25    7.0464695e+25    5.3601291e+18
0470    6.2168299e-05    6.2333907e-05    6.2500396e-05    1.8756561e+25   -5.2934509e+25    7.1691071e+25    0.0000000e+00
0471    6.2500396e-05    6.2666877e-05    6.2834260e-05    1.9067901e+25   -5.3870248e+25    7.2938145e+25    0.0000000e+00
0472    6.2834260e-05    6.3001637e-05    6.3169908e-05    1.9384357e+25   -5.4821962e+25    7.4206322e+25    0.0000000e+00
0473    6.3169908e-05    6.3338186e-05    6.3507352e-05    1.9706004e+25   -5.5789904e+25    7.5495906e+25    0.0000000e+00
0474    6.3507352e-05    6.3676518e-05    6.3846601e-05    2.0032924e+25   -5.6774324e+25    7.6807248e+25    0.0000000e+00
0475    6.3846601e-05    6.4016669e-05    6.4187654e-05    2.0365205e+25   -5.7775525e+25    7.8140731e+25    5.7139998e+18
0476    6.4187654e-05    6.4358639e-05    6.4530534e-05    2.0702942e+25   -5.8793795e+25    7.9496742e+25    0.0000000e+00
0477    6.4530534e-05    6.4702428e-05    6.4875247e-05    2.1046215e+25   -5.9829390e+25    8.0875608e+25    0.0000000e+00
0478    6.4875247e-05    6.5048058e-05    6.5221793e-05    2.1395115e+25   -6.0882621e+25    8.2277736e+25    0.0000000e+00
0479    6.5221793e-05    6.5395536e-05    6.5570202e-05    2.1749735e+25   -6.1953800e+25    8.3703531e+25    5.9628005e+18
0480    6.5570202e-05    6.5744869e-05    6.5920460e-05    2.2110166e+25   -6.3043224e+25    8.5153390e+25    0.0000000e+00
0481    6.5920460e-05    6.6096065e-05    6.6272602e-05    2.2476509e+25   -6.4151200e+25    8.6627709e+25    0.0000000e+00
0482    6.6272602e-05    6.6449138e-05    6.6626613e-05    2.2848850e+25   -6.5278070e+25    8.8126922e+25    0.0000000e+00
0483    6.6626613e-05    6.6804088e-05    6.6982517e-05    2.3227292e+25   -6.6424147e+25    8.9651434e+25    0.0000000e+00
0484    6.6982517e-05    6.7160945e-05    6.7340334e-05    2.3611934e+25   -6.7589779e+25    9.1201708e+25    0.0000000e+00
0485    6.7340334e-05    6.7519715e-05    6.7700050e-05    2.4002883e+25   -6.8775282e+25    9.2778167e+25    0.0000000e+00
0486    6.7700050e-05    6.7880392e-05    6.8061694e-05    2.4400228e+25   -6.9980989e+25    9.4381217e+25    0.0000000e+00
0487    6.8061694e-05    6.8242996e-05    6.8425266e-05    2.4804082e+25   -7.1207305e+25    9.6011392e+25    0.0000000e+00
0488    6.8425266e-05    6.8607536e-05    6.8790789e-05    2.5214548e+25   -7.2454540e+25    9.7669090e+25    6.5629294e+18
0489    6.8790789e-05    6.8974026e-05    6.9158254e-05    2.5631739e+25   -7.3723077e+25    9.9354818e+25    6.6332333e+18
0490    6.9158254e-05    6.9342474e-05    6.9527683e-05    2.6055754e+25   -7.5013237e+25    1.0106899e+26    0.0000000e+00
0491    6.9527683e-05    6.9712885e-05    6.9899084e-05    2.6486711e+25   -7.6325424e+25    1.0281213e+26    0.0000000e+00
0492    6.9899084e-05    7.0085283e-05    7.0272479e-05    2.6924725e+25   -7.7660009e+25    1.0458474e+26    6.8486941e+18
0493    7.0272479e-05    7.0459668e-05    7.0647860e-05    2.7369905e+25   -7.9017375e+25    1.0638728e+26    0.0000000e+00
0494    7.0647860e-05    7.0836053e-05    7.1025250e-05    2.7822364e+25   -8.0397911e+25    1.0822027e+26    0.0000000e+00
0495    7.1025250e-05    7.1214447e-05    7.1404655e-05    2.8282232e+25   -8.1802031e+25    1.1008426e+26    7.0711544e+18
0496    7.1404655e-05    7.1594863e-05    7.1786082e-05    2.8749617e+25   -8.3229837e+25    1.1197946e+26    0.0000000e+00
0497    7.1786082e-05    7.1977309e-05    7.2169554e-05    2.9224649e+25   -8.4681540e+25    1.1390619e+26    0.0000000e+00
0498    7.2169554e-05    7.2361792e-05    7.2555064e-05    2.9707446e+25   -8.6158009e+25    1.1586546e+26    0.0000000e+00
0499    7.2555064e-05    7.2748342e-05    7.2942647e-05    3.0198146e+25   -8.7659712e+25    1.1785786e+26    0.0000000e+00
0500    7.2942647e-05    7.3136951e-05    7.3332289e-05    3.0696860e+25   -8.9187038e+25    1.1988390e+26    0.0000000e+00
0501    7.3332289e-05    7.3527634e-05    7.3724026e-05    3.1203733e+25   -9.0740447e+25    1.2194418e+26    0.0000000e+00
0502    7.3724026e-05    7.3920412e-05    7.4117845e-05    3.1718888e+25   -9.2320374e+25    1.2403926e+26    0.0000000e+00
0503    7.4117845e-05    7.4315270e-05    7.4513766e-05    3.2242462e+25   -9.3927233e+25    1.2616970e+26    7.7003461e+18
0504    7.4513766e-05    7.4712254e-05    7.4911804e-05    3.2774598e+25   -9.5561541e+25    1.2833614e+26    0.0000000e+00
0505    7.4911804e-05    7.5111355e-05    7.5311968e-05    3.3315424e+25   -9.7223712e+25    1.3053913e+26    7.8662053e+18
0506    7.5311968e-05    7.5512588e-05    7.5714277e-05    3.3865086e+25   -9.8914218e+25    1.3277930e+26    0.0000000e+00
0507    7.5714277e-05    7.5915959e-05    7.6118726e-05    3.4423725e+25   -1.0063360e+26    1.3505732e+26    0.0000000e+00
0508    7.6118726e-05    7.6321492e-05    7.6525335e-05    3.4991495e+25   -1.0238238e+26    1.3737387e+26    0.0000000e+00
0509    7.6525335e-05    7.6729193e-05    7.6934120e-05    3.5568537e+25   -1.0416103e+26    1.3972958e+26    0.0000000e+00
0510    7.6934120e-05    7.7139062e-05    7.7345096e-05    3.6154998e+25   -1.0597009e+26    1.4212509e+26    0.0000000e+00
0511    7.7345096e-05    7.7551122e-05    7.7758254e-05    3.6751033e+25   -1.0781003e+26    1.4456106e+26    0.0000000e+00
0512    7.7758254e-05    7.7965393e-05    7.8173631e-05    3.7356810e+25   -1.0968144e+26    1.4703826e+26    0.0000000e+00
0513    7.8173631e-05    7.8381869e-05    7.8591213e-05    3.7972466e+25   -1.1158478e+26    1.4955724e+26    0.0000000e+00
0514    7.8591213e-05    7.8800571e-05    7.9011035e-05    3.8598175e+25   -1.1352064e+26    1.5211882e+26    0.0000000e+00
0515    7.9011035e-05    7.9221507e-05    7.9433106e-05    3.9234085e+25   -1.1548960e+26    1.5472370e+26    0.0000000e+00
0516    7.9433106e-05    7.9644698e-05    7.9857418e-05    3.9880390e+25   -1.1749230e+26    1.5737270e+26    0.0000000e+00
0517    7.9857418e-05    8.0070138e-05    8.0284008e-05    4.0537223e+25   -1.1952926e+26    1.6006648e+26    0.0000000e+00
0518    8.0284008e-05    8.0497863e-05    8.0712867e-05    4.1204787e+25   -1.2160110e+26    1.6280589e+26    0.0000000e+00
0519    8.0712867e-05    8.0927864e-05    8.1144019e-05    4.1883231e+25   -1.2370843e+26    1.6559168e+26    0.0000000e+00
0520    8.1144019e-05    8.1360173e-05    8.1577477e-05    4.2572747e+25   -1.2585186e+26    1.6842462e+26    1.8458984e+19
0521    8.1577477e-05    8.1794780e-05    8.2013248e-05    4.3273502e+25   -1.2803196e+26    1.7130545e+26    0.0000000e+00
0522    8.2013248e-05    8.2231716e-05    8.2451348e-05    4.3985694e+25   -1.3024940e+26    1.7423509e+26    0.0000000e+00
0523    8.2451348e-05    8.2670980e-05    8.2891784e-05    4.4709489e+25   -1.3250475e+26    1.7721424e+26    0.0000000e+00
0524    8.2891784e-05    8.3112594e-05    8.3334584e-05    4.5445085e+25   -1.3479875e+26    1.8024384e+26    0.0000000e+00
0525    8.3334584e-05    8.3556566e-05    8.3779742e-05    4.6192676e+25   -1.3713205e+26    1.8332472e+26    0.0000000e+00
0526    8.3779742e-05    8.4002910e-05    8.4227278e-05    4.6952452e+25   -1.3950531e+26    1.8645777e+26    0.0000000e+00
0527    8.4227278e-05    8.4451647e-05    8.4677209e-05    4.7724614e+25   -1.4191928e+26    1.8964389e+26    0.0000000e+00
0528    8.4677209e-05    8.4902771e-05    8.5129534e-05    4.8509361e+25   -1.4437463e+26    1.9288399e+26    0.0000000e+00
0529    8.5129534e-05    8.5356303e-05    8.5584288e-05    4.9306879e+25   -1.4687208e+26    1.9617896e+26    0.0000000e+00
0530    8.5584288e-05    8.5812258e-05    8.6041466e-05    5.0117401e+25   -1.4941235e+26    1.9952974e+26    0.0000000e+00
0531    8.6041466e-05    8.6270658e-05    8.6501081e-05    5.0941126e+25   -1.5199617e+26    2.0293730e+26    0.0000000e+00
0532    8.6501081e-05    8.6731503e-05    8.6963148e-05    5.1778272e+25   -1.5462428e+26    2.0640254e+26    2.0976731e+19
0533    8.6963148e-05    8.7194800e-05    8.7427688e-05    5.2629031e+25   -1.5729742e+26    2.0992644e+26    0.0000000e+00
0534    8.7427688e-05    8.7660585e-05    8.7894718e-05    5.3493667e+25   -1.6001643e+26    2.1351009e+26    0.0000000e+00
0535    8.7894718e-05    8.8128851e-05    8.8364235e-05    5.4372373e+25   -1.6278209e+26    2.1715446e+26    0.0000000e+00
0536    8.8364235e-05    8.8599620e-05    8.8836263e-05    5.5265385e+25   -1.6559526e+26    2.2086063e+26    0.0000000e+00
0537    8.8836263e-05    8.9072899e-05    8.9310808e-05    5.6172941e+25   -1.6845672e+26    2.2462964e+26    2.2124593e+19
0538    8.9310808e-05    8.9548710e-05    8.9787893e-05    5.7095260e+25   -1.7136723e+26    2.2846250e+26    0.0000000e+00
0539    8.9787893e-05    9.0027068e-05    9.0267524e-05    5.8032594e+25   -1.7432741e+26    2.3235998e+26    2.2601134e+19
0540    9.0267524e-05    9.0507972e-05    9.0749716e-05    5.8985184e+25   -1.7733816e+26    2.3632334e+26    2.2843242e+19
0541    9.0749716e-05    9.0991452e-05    9.1234491e-05    5.9953269e+25   -1.8040069e+26    2.4035397e+26    0.0000000e+00
0542    9.1234491e-05    9.1477516e-05    9.1721842e-05    6.0937117e+25   -1.8351596e+26    2.4445310e+26    0.0000000e+00
0543    9.1721842e-05    9.1966176e-05    9.2211805e-05    6.1936954e+25   -1.8668487e+26    2.4862182e+26    0.0000000e+00
0544    9.2211805e-05    9.2457434e-05    9.2704387e-05    6.2953056e+25   -1.8990834e+26    2.5286140e+26    0.0000000e+00
0545    9.2704387e-05    9.2951326e-05    9.3199589e-05    6.3985695e+25   -1.9318740e+26    2.5717309e+26    0.0000000e+00
0546    9.3199589e-05    9.3447859e-05    9.3697447e-05    6.5035117e+25   -1.9652289e+26    2.6155801e+26    0.0000000e+00
0547    9.3697447e-05    9.3947041e-05    9.4197967e-05    6.6101611e+25   -1.9991587e+26    2.6601747e+26    0.0000000e+00
0548    9.4197967e-05    9.4448886e-05    9.4701150e-05    6.7185431e+25   -2.0336731e+26    2.7055275e+26    0.0000000e+00
0549    9.4701150e-05    9.4953415e-05    9.5207033e-05    6.8286877e+25   -2.0687822e+26    2.7516512e+26    0.0000000e+00
0550    9.5207033e-05    9.5460644e-05    9.5715608e-05    6.9406234e+25   -2.1044964e+26    2.7985587e+26    0.0000000e+00
0551    9.5715608e-05    9.5970572e-05    9.6226904e-05    7.0543771e+25   -2.1408260e+26    2.8462638e+26    2.5683857e+19
0552    9.6226904e-05    9.6483229e-05    9.6740936e-05    7.1699806e+25   -2.1777815e+26    2.8947797e+26    0.0000000e+00
0553    9.6740936e-05    9.6998636e-05    9.7257704e-05    7.2874628e+25   -2.2153743e+26    2.9441206e+26    0.0000000e+00
0554    9.7257704e-05    9.7516779e-05    9.7777236e-05    7.4068524e+25   -2.2536149e+26    2.9943000e+26    2.6518123e+19
0555    9.7777236e-05    9.8037701e-05    9.8299548e-05    7.5281827e+25   -2.2925147e+26    3.0453328e+26    2.6802190e+19
0556    9.8299548e-05    9.8561402e-05    9.8824647e-05    7.6514839e+25   -2.3320848e+26    3.0972334e+26    0.0000000e+00
0557    9.8824647e-05    9.9087898e-05    9.9352554e-05    7.7767876e+25   -2.3723372e+26    3.1500158e+26    2.7379487e+19
0558    9.9352554e-05    9.9617209e-05    9.9883277e-05    7.9041255e+25   -2.4132839e+26    3.2036962e+26    0.0000000e+00
0559    9.9883277e-05    1.0014935e-04    1.0041683e-04    8.0335312e+25   -2.4549362e+26    3.2582894e+26    0.0000000e+00
0560    1.0041683e-04    1.0068432e-04    1.0095324e-04    8.1650381e+25   -2.4973069e+26    3.3138107e+26    0.0000000e+00
0561    1.0095324e-04    1.0122216e-04    1.0149252e-04    8.2986801e+25   -2.5404087e+26    3.3702766e+26    0.0000000e+00
0562    1.0149252e-04    1.0176287e-04    1.0203468e-04    8.4344915e+25   -2.5842544e+26    3.4277035e+26    2.8877714e+19
0563    1.0203468e-04    1.0230648e-04    1.0257972e-04    8.5725073e+25   -2.6288562e+26    3.4861070e+26    0.0000000e+00
0564    1.0257972e-04    1.0285298e-04    1.0312769e-04    8.7127625e+25   -2.6742291e+26    3.5455055e+26    2.9499714e+19
0565    1.0312769e-04    1.0340240e-04    1.0367858e-04    8.8552949e+25   -2.7203882e+26    3.6059175e+26    0.0000000e+00
0566    1.0367858e-04    1.0395476e-04    1.0423241e-04    9.0001388e+25   -2.7673470e+26    3.6673607e+26    0.0000000e+00
0567    1.0423241e-04    1.0451007e-04    1.0478920e-04    9.1473318e+25   -2.8151191e+26    3.7298523e+26    3.0457923e+19
0568    1.0478920e-04    1.0506833e-04    1.0534897e-04    8.6219694e+25   -2.2496052e+26    3.1118019e+26    0.0000000e+00
0569    1.0534897e-04    1.0562960e-04    1.0591172e-04    8.7671066e+25   -2.2927488e+26    3.1694591e+26    3.1113962e+19
0570    1.0591172e-04    1.0619385e-04    1.0647748e-04    8.9146427e+25   -2.3366434e+26    3.2281075e+26    0.0000000e+00
0571    1.0647748e-04    1.0676112e-04    1.0704627e-04    9.0646212e+25   -2.3813026e+26    3.2877647e+26    0.0000000e+00
0572    1.0704627e-04    1.0733142e-04    1.0761809e-04    9.2170808e+25   -2.4267384e+26    3.3484463e+26    0.0000000e+00
0573    1.0761809e-04    1.0790477e-04    1.0819297e-04    9.3720593e+25   -2.4729644e+26    3.4101706e+26    3.2468730e+19
0574    1.0819297e-04    1.0848117e-04    1.0877091e-04    9.5296009e+25   -2.5199940e+26    3.4729541e+26    0.0000000e+00
0575    1.0877091e-04    1.0906065e-04    1.0935195e-04    9.6897454e+25   -2.5678405e+26    3.5368153e+26    3.3168077e+19
0576    1.0935195e-04    1.0964325e-04    1.0993609e-04    9.8525370e+25   -2.6165183e+26    3.6017718e+26    0.0000000e+00
0577    1.0993609e-04    1.1022894e-04    1.1052335e-04    1.0018017e+26   -2.6660410e+26    3.6678425e+26    0.0000000e+00
0578    1.1052335e-04    1.1081775e-04    1.1111375e-04    1.0186229e+26   -2.7164222e+26    3.7350451e+26    0.0000000e+00
0579    1.1111375e-04    1.1140972e-04    1.1170730e-04    1.0357221e+26   -2.7676777e+26    3.8033995e+26    3.4612285e+19
0580    1.1170730e-04    1.1200486e-04    1.1230401e-04    1.0531035e+26   -2.8198224e+26    3.8729256e+26    0.0000000e+00
0581    1.1230401e-04    1.1260317e-04    1.1290392e-04    1.0707718e+26   -2.8728701e+26    3.9436420e+26    0.0000000e+00
0582    1.1290392e-04    1.1320467e-04    1.1350703e-04    1.0887314e+26   -2.9268359e+26    4.0155673e+26    0.0000000e+00
0583    1.1350703e-04    1.1380939e-04    1.1411337e-04    1.1069875e+26   -2.9817341e+26    4.0887216e+26    0.0000000e+00
0584    1.1411337e-04    1.1441734e-04    1.1472294e-04    1.1255447e+26   -3.0375822e+26    4.1631269e+26    3.6506300e+19
0585    1.1472294e-04    1.1502855e-04    1.1533577e-04    1.1444080e+26   -3.0943970e+26    4.2388050e+26    0.0000000e+00
0586    1.1533577e-04    1.1564300e-04    1.1595187e-04    1.1635820e+26   -3.1521970e+26    4.3157788e+26    0.0000000e+00
0587    1.1595187e-04    1.1626075e-04    1.1657127e-04    1.1830722e+26   -3.2109989e+26    4.3940709e+26    0.0000000e+00
0588    1.1657127e-04    1.1688180e-04    1.1719397e-04    1.2028836e+26   -3.2708202e+26    4.4737040e+26    0.0000000e+00
0589    1.1719397e-04    1.1750616e-04    1.1782000e-04    1.2230211e+26   -3.3316786e+26    4.5546996e+26    0.0000000e+00
0590    1.1782000e-04    1.1813385e-04    1.1844938e-04    1.2434905e+26   -3.3935918e+26    4.6370824e+26    3.8916414e+19
0591    1.1844938e-04    1.1876490e-04    1.1908212e-04    1.2642970e+26   -3.4565778e+26    4.7208752e+26    0.0000000e+00
0592    1.1908212e-04    1.1939932e-04    1.1971823e-04    1.2854460e+26   -3.5206548e+26    4.8061007e+26    0.0000000e+00
0593    1.1971823e-04    1.2003713e-04    1.2035774e-04    1.3069431e+26   -3.5858412e+26    4.8927845e+26    4.0180500e+19
0594    1.2035774e-04    1.2067836e-04    1.2100067e-04    1.3287941e+26   -3.6521554e+26    4.9809496e+26    0.0000000e+00
0595    1.2100067e-04    1.2132299e-04    1.2164703e-04    1.3510043e+26   -3.7196162e+26    5.0706207e+26    0.0000000e+00
