Spectra extracted from: /Users/belmont/Recherche/codes/BELM/belm/simu000/with_induced.txt
At local time: 11:34:36,  07/13/2021
Author: belmont
 
PARAMETERS:-----------------------------------
time      = 0.00e+00
Rcm       = 5.00e+07
tau       = 2.40e+00
lb        = 1.62e-02
beta      = 2.91e+08
lth       = 9.49e+00
lc        = 0.00e+00
Tp        = 1.00e+06
pinj      = 1.57e-01
lnth      = 0.00e+00
p1        = 8.31e-01
p2        = 1.00e+03
gamma_inj = 5.00e+00
linjw     = 0.00e+00
kTin      = 1.00e+00
kTout     = 1.00e-10
linjem    = 0.00e+00
linjep    = 0.00e+00
lslh      = 0.00e+00
lh        = 0.00e+00
llll      = 0.00e+00
lblh      = 0.00e+00
lnthlh    = 0.00e+00
par3      = 0.00e+00
y         = 0.00e+00
rr        = 0.00e+00
qsto      = 1.67e+00
lsto      = 0.00e+00
lstotot   = 0.00e+00
tau_inj   = 0.00e+00
kTin_inj  = 0.00e+00
pinj_inj  = 0.00e+00
 
PHOTON DISTRIBUTIONS:-------------------------
 #bin     Emin(keV)         E(keV)          Emax(keV)        SPECTRUM         Compton          Synchrotron      Error           
-----------------------------------------------
1039    1.2885253e-03    1.2919576e-03    1.2954084e-03    4.3671992e+29    4.3671875e+29    8.1355982e+18    1.2058918e+24
1040    1.2954084e-03    1.2988590e-03    1.3023281e-03    4.3787622e+29    4.3787505e+29    7.4007210e+18    1.1700577e+24
1041    1.3023281e-03    1.3057973e-03    1.3092849e-03    4.3903611e+29    4.3903494e+29    6.7309293e+18    1.1825922e+24
1042    1.3092849e-03    1.3127726e-03    1.3162789e-03    4.4019970e+29    4.4019853e+29    6.1205777e+18    1.1952611e+24
1043    1.3162789e-03    1.3197853e-03    1.3233102e-03    4.4136699e+29    4.4136582e+29    5.5644986e+18    1.1577293e+24
1044    1.3233102e-03    1.3268352e-03    1.3303790e-03    4.4253780e+29    4.4253670e+29    5.0579635e+18    1.1192561e+24
1045    1.3303790e-03    1.3339231e-03    1.3374859e-03    4.4371238e+29    4.4371133e+29    4.5966488e+18    1.0798259e+24
1046    1.3374859e-03    1.3410486e-03    1.3446305e-03    4.4489056e+29    4.4488946e+29    4.1765980e+18    1.0913937e+24
1047    1.3446305e-03    1.3482122e-03    1.3518132e-03    4.4607243e+29    4.4607134e+29    3.7941947e+18    1.1030853e+24
1048    1.3518132e-03    1.3554142e-03    1.3590343e-03    4.4725786e+29    4.4725680e+29    3.4461328e+18    1.0618115e+24
1049    1.3590343e-03    1.3626545e-03    1.3662941e-03    4.4844695e+29    4.4844593e+29    3.1293899e+18    1.0195265e+24
1050    1.3662941e-03    1.3699336e-03    1.3735925e-03    4.4963971e+29    4.4963869e+29    2.8412043e+18    1.0033312e+24
1051    1.3735925e-03    1.3772516e-03    1.3809301e-03    4.5083609e+29    4.5083511e+29    2.5790530e+18    9.8667166e+23
1052    1.3809301e-03    1.3846086e-03    1.3883067e-03    4.5203610e+29    4.5203508e+29    2.3406302e+18    9.9724129e+23
1053    1.3883067e-03    1.3920049e-03    1.3957229e-03    4.5323981e+29    4.5323883e+29    2.1238321e+18    9.7992628e+23
1054    1.3957229e-03    1.3994407e-03    1.4031784e-03    4.5444704e+29    4.5444610e+29    1.9267346e+18    9.6212568e+23
1055    1.4031784e-03    1.4069164e-03    1.4106741e-03    4.5565801e+29    4.5565706e+29    1.7475841e+18    9.4383148e+23
1056    1.4106741e-03    1.4144318e-03    1.4182095e-03    4.5687256e+29    4.5687162e+29    1.5847778e+18    9.5394217e+23
1057    1.4182095e-03    1.4219874e-03    1.4257855e-03    4.5809071e+29    4.5808976e+29    1.4368540e+18    9.3494390e+23
1058    1.4257855e-03    1.4295834e-03    1.4334017e-03    4.5931255e+29    4.5931161e+29    1.3024796e+18    9.1542940e+23
1059    1.4334017e-03    1.4372201e-03    1.4410587e-03    4.6053802e+29    4.6053712e+29    1.1804372e+18    8.9538946e+23
1060    1.4410587e-03    1.4448974e-03    1.4487567e-03    4.6176705e+29    4.6176618e+29    1.0696171e+18    8.7481500e+23
1061    1.4487567e-03    1.4526158e-03    1.4564956e-03    4.6299970e+29    4.6299887e+29    9.6900771e+17    8.5369709e+23
1062    1.4564956e-03    1.4603754e-03    1.4642759e-03    4.6423605e+29    4.6423522e+29    8.7768639e+17    8.3202634e+23
1063    1.4642759e-03    1.4681765e-03    1.4720979e-03    4.6547600e+29    4.6547516e+29    7.9481242e+17    8.4093929e+23
1064    1.4720979e-03    1.4760193e-03    1.4799614e-03    4.6671956e+29    4.6671877e+29    7.1961930e+17    8.1846813e+23
1065    1.4799614e-03    1.4839038e-03    1.4878672e-03    4.6796676e+29    4.6796593e+29    6.5140896e+17    8.2723581e+23
1066    1.4878672e-03    1.4918307e-03    1.4958152e-03    4.6921758e+29    4.6921679e+29    5.8954556e+17    8.0393973e+23
1067    1.4958152e-03    1.4997998e-03    1.5038055e-03    4.7047199e+29    4.7047120e+29    5.3344958e+17    7.8004968e+23
1068    1.5038055e-03    1.5078114e-03    1.5118386e-03    4.7173000e+29    4.7172920e+29    4.8259369e+17    7.8840570e+23
1069    1.5118386e-03    1.5158658e-03    1.5199146e-03    4.7299170e+29    4.7299094e+29    4.3649790e+17    7.6364916e+23
1070    1.5199146e-03    1.5239633e-03    1.5280338e-03    4.7425695e+29    4.7425623e+29    3.9472502e+17    7.3827177e+23
1071    1.5280338e-03    1.5321041e-03    1.5361962e-03    4.7552587e+29    4.7552515e+29    3.5687735e+17    7.4618031e+23
1072    1.5361962e-03    1.5402882e-03    1.5444022e-03    4.7679834e+29    4.7679762e+29    3.2259304e+17    7.1989283e+23
1073    1.5444022e-03    1.5485162e-03    1.5526521e-03    4.7807448e+29    4.7807376e+29    2.9154300e+17    7.2760458e+23
1074    1.5526521e-03    1.5567882e-03    1.5609462e-03    4.7935427e+29    4.7935359e+29    2.6342778e+17    7.0037993e+23
1075    1.5609462e-03    1.5651042e-03    1.5692846e-03    4.8063759e+29    4.8063691e+29    2.3797522e+17    7.0788242e+23
1076    1.5692846e-03    1.5734647e-03    1.5776673e-03    4.8192460e+29    4.8192388e+29    2.1493793e+17    7.1546547e+23
1077    1.5776673e-03    1.5818699e-03    1.5860950e-03    4.8321517e+29    4.8321449e+29    1.9409095e+17    6.8697311e+23
1078    1.5860950e-03    1.5903200e-03    1.5945676e-03    4.8450932e+29    4.8450868e+29    1.7522992e+17    6.5778834e+23
1079    1.5945676e-03    1.5988152e-03    1.6030855e-03    4.8580714e+29    4.8580646e+29    1.5816920e+17    6.6483471e+23
1080    1.6030855e-03    1.6073558e-03    1.6116489e-03    4.8710855e+29    4.8710791e+29    1.4274011e+17    6.3462564e+23
1081    1.6116489e-03    1.6159420e-03    1.6202581e-03    4.8841359e+29    4.8841294e+29    1.2878951e+17    6.4142392e+23
1082    1.6202581e-03    1.6245741e-03    1.6289131e-03    4.8972221e+29    4.8972157e+29    1.1617833e+17    6.4829497e+23
1083    1.6289131e-03    1.6332523e-03    1.6376146e-03    4.9103442e+29    4.9103378e+29    1.0478033e+17    6.1669613e+23
1084    1.6376146e-03    1.6419768e-03    1.6463625e-03    4.9235026e+29    4.9234966e+29    9.4480974e+16    5.8434587e+23
1085    1.6463625e-03    1.6507480e-03    1.6551570e-03    4.9366969e+29    4.9366913e+29    8.5176262e+16    5.9060555e+23
1086    1.6551570e-03    1.6595660e-03    1.6639986e-03    4.9499279e+29    4.9499218e+29    7.6771931e+16    5.9693221e+23
1087    1.6639986e-03    1.6684311e-03    1.6728872e-03    4.9631943e+29    4.9631883e+29    6.9182418e+16    6.0332667e+23
1088    1.6728872e-03    1.6773435e-03    1.6818236e-03    4.9764967e+29    4.9764910e+29    6.2330163e+16    5.6913696e+23
1089    1.6818236e-03    1.6863036e-03    1.6908076e-03    4.9898353e+29    4.9898296e+29    5.6144848e+16    5.7523368e+23
1090    1.6908076e-03    1.6953115e-03    1.6998396e-03    5.0032094e+29    5.0032041e+29    5.0562730e+16    5.3986738e+23
1091    1.6998396e-03    1.7043677e-03    1.7089199e-03    5.0166209e+29    5.0166156e+29    4.5526052e+16    5.4565062e+23
1092    1.7089199e-03    1.7134720e-03    1.7180485e-03    5.0300672e+29    5.0300619e+29    4.0982458e+16    5.5149568e+23
1093    1.7180485e-03    1.7226251e-03    1.7272261e-03    5.0435509e+29    5.0435456e+29    3.6884561e+16    5.1452628e+23
1094    1.7272261e-03    1.7318272e-03    1.7364527e-03    5.0570697e+29    5.0570644e+29    3.3189409e+16    5.2003796e+23
1095    1.7364527e-03    1.7410782e-03    1.7457285e-03    5.0706248e+29    5.0706195e+29    2.9858123e+16    5.2560870e+23
1096    1.7457285e-03    1.7503786e-03    1.7550539e-03    5.0842161e+29    5.0842108e+29    2.6855522e+16    5.3123910e+23
1097    1.7550539e-03    1.7597289e-03    1.7644290e-03    5.0978434e+29    5.0978384e+29    2.4149746e+16    4.9218565e+23
1098    1.7644290e-03    1.7691291e-03    1.7738543e-03    5.1115069e+29    5.1115019e+29    2.1711968e+16    4.9745803e+23
1099    1.7738543e-03    1.7785794e-03    1.7833299e-03    5.1252066e+29    5.1252021e+29    1.9516114e+16    4.5707901e+23
1100    1.7833299e-03    1.7880803e-03    1.7928561e-03    5.1389434e+29    5.1389381e+29    1.7538599e+16    5.0817292e+23
1101    1.7928561e-03    1.7976318e-03    1.8024333e-03    5.1527154e+29    5.1527101e+29    1.5758089e+16    5.1361651e+23
1102    1.8024333e-03    1.8072346e-03    1.8120615e-03    5.1665239e+29    5.1665190e+29    1.4155307e+16    4.7192590e+23
1103    1.8120615e-03    1.8168885e-03    1.8217412e-03    5.1803688e+29    5.1803643e+29    1.2712818e+16    4.7698124e+23
1104    1.8217412e-03    1.8265940e-03    1.8314726e-03    5.1942499e+29    5.1942454e+29    1.1414872e+16    4.3388169e+23
1105    1.8314726e-03    1.8363514e-03    1.8412560e-03    5.2081673e+29    5.2081631e+29    1.0247237e+16    4.3852951e+23
1106    1.8412560e-03    1.8461609e-03    1.8510917e-03    5.2221221e+29    5.2221175e+29    9.1970561e+15    4.4322716e+23
1107    1.8510917e-03    1.8560226e-03    1.8609801e-03    5.2361120e+29    5.2361074e+29    8.2527174e+15    4.4797504e+23
1108    1.8609801e-03    1.8659373e-03    1.8709210e-03    5.2501389e+29    5.2501348e+29    7.4037392e+15    4.0246566e+23
1109    1.8709210e-03    1.8759047e-03    1.8809151e-03    5.2642021e+29    5.2641983e+29    6.6406567e+15    4.0677694e+23
1110    1.8809151e-03    1.8859255e-03    1.8909626e-03    5.2783024e+29    5.2782978e+29    5.9549281e+15    4.6252620e+23
1111    1.8909626e-03    1.8959998e-03    1.9010638e-03    5.2924385e+29    5.2924343e+29    5.3388467e+15    4.1553856e+23
1112    1.9010638e-03    1.9061279e-03    1.9112190e-03    5.3066116e+29    5.3066075e+29    4.7854585e+15    4.1998988e+23
1113    1.9112190e-03    1.9163102e-03    1.9214283e-03    5.3208214e+29    5.3208169e+29    4.2884934e+15    4.2448891e+23
1114    1.9214283e-03    1.9265466e-03    1.9316924e-03    5.3350671e+29    5.3350629e+29    3.8422949e+15    4.2903607e+23
1115    1.9316924e-03    1.9368379e-03    1.9420111e-03    5.3493502e+29    5.3493464e+29    3.4417669e+15    3.7942798e+23
1116    1.9420111e-03    1.9471842e-03    1.9523851e-03    5.3636703e+29    5.3636665e+29    3.0823123e+15    3.8349250e+23
1117    1.9523851e-03    1.9575856e-03    1.9628142e-03    5.3780259e+29    5.3780221e+29    2.7597900e+15    3.8760046e+23
1118    1.9628142e-03    1.9680427e-03    1.9732993e-03    5.3924197e+29    5.3924159e+29    2.4704703e+15    3.9175257e+23
1119    1.9732993e-03    1.9785557e-03    1.9838403e-03    5.4068501e+29    5.4068467e+29    2.2109917e+15    3.3938493e+23
1120    1.9838403e-03    1.9891248e-03    1.9944375e-03    5.4213175e+29    5.4213134e+29    1.9783282e+15    4.0019055e+23
1121    1.9944375e-03    1.9997503e-03    2.0050914e-03    5.4358212e+29    5.4358178e+29    1.7697550e+15    3.4669499e+23
1122    2.0050914e-03    2.0104325e-03    2.0158023e-03    5.4503635e+29    5.4503593e+29    1.5828192e+15    4.0881033e+23
1123    2.0158023e-03    2.0211721e-03    2.0265705e-03    5.4649424e+29    5.4649386e+29    1.4153136e+15    3.5416253e+23
1124    2.0265705e-03    2.0319687e-03    2.0373962e-03    5.4795568e+29    5.4795534e+29    1.2652516e+15    3.5795633e+23
1125    2.0373962e-03    2.0428232e-03    2.0482794e-03    5.4942097e+29    5.4942063e+29    1.1308476e+15    3.6179088e+23
1126    2.0482794e-03    2.0537355e-03    2.0592210e-03    5.5088989e+29    5.5088959e+29    1.0104941e+15    3.0472202e+23
1127    2.0592210e-03    2.0647063e-03    2.0702209e-03    5.5236266e+29    5.5236229e+29    9.0274683e+14    3.6958347e+23
1128    2.0702209e-03    2.0757355e-03    2.0812796e-03    5.5383914e+29    5.5383876e+29    8.0630703e+14    3.7354253e+23
1129    2.0812796e-03    2.0868238e-03    2.0923975e-03    5.5531928e+29    5.5531898e+29    7.2000751e+14    3.1461999e+23
1130    2.0923975e-03    2.0979713e-03    2.1035748e-03    5.5680328e+29    5.5680297e+29    6.4279950e+14    3.1799031e+23
1131    2.1035748e-03    2.1091783e-03    2.1148117e-03    5.5829097e+29    5.5829067e+29    5.7374086e+14    3.2139665e+23
1132    2.1148117e-03    2.1204452e-03    2.1261086e-03    5.5978245e+29    5.5978211e+29    5.1198540e+14    3.2483953e+23
1133    2.1261086e-03    2.1317722e-03    2.1374661e-03    5.6127766e+29    5.6127732e+29    4.5677340e+14    3.2831926e+23
1134    2.1374661e-03    2.1431597e-03    2.1488839e-03    5.6277658e+29    5.6277631e+29    4.0742271e+14    2.6546900e+23
1135    2.1488839e-03    2.1546080e-03    2.1603629e-03    5.6427939e+29    5.6427912e+29    3.6332125e+14    2.6831276e+23
1136    2.1603629e-03    2.1661178e-03    2.1719032e-03    5.6578597e+29    5.6578571e+29    3.2391966e+14    2.7118701e+23
1137    2.1719032e-03    2.1776885e-03    2.1835049e-03    5.6729626e+29    5.6729600e+29    2.8872508e+14    2.7409197e+23
1138    2.1835049e-03    2.1893214e-03    2.1951690e-03    5.6881048e+29    5.6881021e+29    2.5729554e+14    2.7702812e+23
1139    2.1951690e-03    2.2010165e-03    2.2068953e-03    5.7032847e+29    5.7032821e+29    2.2923465e+14    2.7999571e+23
1140    2.2068953e-03    2.2127738e-03    2.2186839e-03    5.7185021e+29    5.7184991e+29    2.0418738e+14    2.8299503e+23
1141    2.2186839e-03    2.2245941e-03    2.2305360e-03    5.7337576e+29    5.7337546e+29    1.8183507e+14    2.8602651e+23
1142    2.2305360e-03    2.2364776e-03    2.2424508e-03    5.7490524e+29    5.7490498e+29    1.6189240e+14    2.8909051e+23
1143    2.2424508e-03    2.2484243e-03    2.2544297e-03    5.7643854e+29    5.7643823e+29    1.4410369e+14    2.9218729e+23
1144    2.2544297e-03    2.2604351e-03    2.2664724e-03    5.7797569e+29    5.7797542e+29    1.2823999e+14    2.5840262e+23
1145    2.2664724e-03    2.2725100e-03    2.2785796e-03    5.7951657e+29    5.7951631e+29    1.1409623e+14    2.6117064e+23
1146    2.2785796e-03    2.2846491e-03    2.2907513e-03    5.8106143e+29    5.8106117e+29    1.0148890e+14    2.6396835e+23
1147    2.2907513e-03    2.2968536e-03    2.3029882e-03    5.8261022e+29    5.8260999e+29    9.0253730e+13    2.2868234e+23
1148    2.3029882e-03    2.3091231e-03    2.3152905e-03    5.8416285e+29    5.8416259e+29    8.0243671e+13    2.6965404e+23
1149    2.3152905e-03    2.3214577e-03    2.3276582e-03    5.8571927e+29    5.8571901e+29    7.1327227e+13    2.7254257e+23
1150    2.3276582e-03    2.3338585e-03    2.3400921e-03    5.8727969e+29    5.8727946e+29    6.3386801e+13    2.3611040e+23
1151    2.3400921e-03    2.3463257e-03    2.3525925e-03    5.8884400e+29    5.8884374e+29    5.6317180e+13    2.7841291e+23
1152    2.3525925e-03    2.3588594e-03    2.3651596e-03    5.9041232e+29    5.9041209e+29    5.0024369e+13    2.4119602e+23
1153    2.3651596e-03    2.3714600e-03    2.3777939e-03    5.9198445e+29    5.9198423e+29    4.4424306e+13    2.4377974e+23
1154    2.3777939e-03    2.3841280e-03    2.3904957e-03    5.9356059e+29    5.9356036e+29    3.9441909e+13    2.0532599e+23
1155    2.3904957e-03    2.3968634e-03    2.4032653e-03    5.9514058e+29    5.9514039e+29    3.5010088e+13    2.0752546e+23
1156    2.4032653e-03    2.4096672e-03    2.4161031e-03    5.9672461e+29    5.9672439e+29    3.1068940e+13    2.0974851e+23
1157    2.4161031e-03    2.4225391e-03    2.4290094e-03    5.9831258e+29    5.9831239e+29    2.7564962e+13    2.1199537e+23
1158    2.4290094e-03    2.4354800e-03    2.4419848e-03    5.9990454e+29    5.9990435e+29    2.4450402e+13    2.1426630e+23
1159    2.4419848e-03    2.4484897e-03    2.4550294e-03    6.0150040e+29    6.0150017e+29    2.1682626e+13    2.1656153e+23
1160    2.4550294e-03    2.4615692e-03    2.4681438e-03    6.0310045e+29    6.0310022e+29    1.9223621e+13    2.1888141e+23
1161    2.4681438e-03    2.4747183e-03    2.4813283e-03    6.0470435e+29    6.0470413e+29    1.7039447e+13    2.2122609e+23
1162    2.4813283e-03    2.4879379e-03    2.4945829e-03    6.0631234e+29    6.0631211e+29    1.5099855e+13    2.2359592e+23
1163    2.4945829e-03    2.5012279e-03    2.5079085e-03    6.0792433e+29    6.0792410e+29    1.3377863e+13    2.2599110e+23
1164    2.5079085e-03    2.5145891e-03    2.5213056e-03    6.0954040e+29    6.0954017e+29    1.1849424e+13    2.2841196e+23
1165    2.5213056e-03    2.5280216e-03    2.5347737e-03    6.1116043e+29    6.1116025e+29    1.0493106e+13    1.8468700e+23
1166    2.5347737e-03    2.5415258e-03    2.5483142e-03    6.1278459e+29    6.1278440e+29    9.2898140e+12    1.8666540e+23
1167    2.5483142e-03    2.5551023e-03    2.5619268e-03    6.1441297e+29    6.1441275e+29    8.2225408e+12    2.3583128e+23
1168    2.5619268e-03    2.5687511e-03    2.5756122e-03    6.1604521e+29    6.1604502e+29    7.2761334e+12    1.9068601e+23
1169    2.5756122e-03    2.5824730e-03    2.5893706e-03    6.1768161e+29    6.1768142e+29    6.4371090e+12    1.9272866e+23
1170    2.5893706e-03    2.5962682e-03    2.6032026e-03    6.1932219e+29    6.1932201e+29    5.6934625e+12    1.9479324e+23
1171    2.6032026e-03    2.6101370e-03    2.6171086e-03    6.2096683e+29    6.2096664e+29    5.0345091e+12    1.9687990e+23
1172    2.6171086e-03    2.6240798e-03    2.6310885e-03    6.2261557e+29    6.2261535e+29    4.4507437e+12    1.9898890e+23
1173    2.6310885e-03    2.6380972e-03    2.6451435e-03    6.2426848e+29    6.2426829e+29    3.9337137e+12    2.0112049e+23
1174    2.6451435e-03    2.6521895e-03    2.6592733e-03    6.2592557e+29    6.2592542e+29    3.4759010e+12    1.5245621e+23
1175    2.6592733e-03    2.6663570e-03    2.6734786e-03    6.2758683e+29    6.2758660e+29    3.0706209e+12    2.0545247e+23
1176    2.6734786e-03    2.6806002e-03    2.6877599e-03    6.2925220e+29    6.2925205e+29    2.7119332e+12    1.5573999e+23
1177    2.6877599e-03    2.6949195e-03    2.7021174e-03    6.3092176e+29    6.3092157e+29    2.3945580e+12    1.5740828e+23
1178    2.7021174e-03    2.7093154e-03    2.7165518e-03    6.3259567e+29    6.3259544e+29    2.1138075e+12    2.1212599e+23
1179    2.7165518e-03    2.7237879e-03    2.7310629e-03    6.3427358e+29    6.3427343e+29    1.8655142e+12    1.6079872e+23
1180    2.7310629e-03    2.7383380e-03    2.7456519e-03    6.3595581e+29    6.3595565e+29    1.6459808e+12    1.6252124e+23
1181    2.7456519e-03    2.7529658e-03    2.7603188e-03    6.3764233e+29    6.3764218e+29    1.4519236e+12    1.6426220e+23
1182    2.7603188e-03    2.7676716e-03    2.7750637e-03    6.3933309e+29    6.3933294e+29    1.2804236e+12    1.6602181e+23
1183    2.7750637e-03    2.7824559e-03    2.7898876e-03    6.4102808e+29    6.4102793e+29    1.1289010e+12    1.6780025e+23
1184    2.7898876e-03    2.7973193e-03    2.8047909e-03    6.4272738e+29    6.4272723e+29    9.9506631e+11    1.6959776e+23
1185    2.8047909e-03    2.8122622e-03    2.8197735e-03    6.4443090e+29    6.4443068e+29    8.7687961e+11    1.7141451e+23
1186    2.8197735e-03    2.8272846e-03    2.8348363e-03    6.4613874e+29    6.4613859e+29    7.7253725e+11    1.7325074e+23
1187    2.8348363e-03    2.8423877e-03    2.8499793e-03    6.4785096e+29    6.4785080e+29    6.8044056e+11    1.1673777e+23
1188    2.8499793e-03    2.8575712e-03    2.8652034e-03    6.4956748e+29    6.4956733e+29    5.9917271e+11    1.7698242e+23
1189    2.8652034e-03    2.8728358e-03    2.8805090e-03    6.5128838e+29    6.5128823e+29    5.2747842e+11    1.7887831e+23
1190    2.8805090e-03    2.8881819e-03    2.8958961e-03    6.5301345e+29    6.5301337e+29    4.6424569e+11    1.2052964e+23
1191    2.8958961e-03    2.9036100e-03    2.9113654e-03    6.5474312e+29    6.5474289e+29    4.0849015e+11    1.8273116e+23
1192    2.9113654e-03    2.9191207e-03    2.9269173e-03    6.5647702e+29    6.5647694e+29    3.5933992e+11    1.2312574e+23
1193    2.9269173e-03    2.9347143e-03    2.9425526e-03    6.5821545e+29    6.5821530e+29    3.1602350e+11    1.2444470e+23
1194    2.9425526e-03    2.9503910e-03    2.9582710e-03    6.5995820e+29    6.5995805e+29    2.7785812e+11    1.8866665e+23
1195    2.9582710e-03    2.9661513e-03    2.9740736e-03    6.6170540e+29    6.6170525e+29    2.4423975e+11    1.2712512e+23
1196    2.9740736e-03    2.9819962e-03    2.9899606e-03    6.6345698e+29    6.6345690e+29    2.1463427e+11    1.2848691e+23
1197    2.9899606e-03    2.9979253e-03    3.0059323e-03    6.6521309e+29    6.6521287e+29    1.8856931e+11    1.9479492e+23
1198    3.0059323e-03    3.0139396e-03    3.0219895e-03    6.6697359e+29    6.6697344e+29    1.6562735e+11    1.9688160e+23
1199    3.0219895e-03    3.0300396e-03    3.0381326e-03    6.6873862e+29    6.6873840e+29    1.4543936e+11    1.9899061e+23
1200    3.0381326e-03    3.0462255e-03    3.0543618e-03    6.7050819e+29    6.7050804e+29    1.2767937e+11    1.3408151e+23
1201    3.0543618e-03    3.0624981e-03    3.0706776e-03    6.7228221e+29    6.7228206e+29    1.1205933e+11    1.3551782e+23
1202    3.0706776e-03    3.0788572e-03    3.0870808e-03    6.7406077e+29    6.7406062e+29    9.8324955e+10    1.3696950e+23
1203    3.0870808e-03    3.0953041e-03    3.1035712e-03    6.7584386e+29    6.7584371e+29    8.6251741e+10    1.3843675e+23
1204    3.1035712e-03    3.1118384e-03    3.1201500e-03    6.7763133e+29    6.7763126e+29    7.5641487e+10    1.3991970e+23
1205    3.1201500e-03    3.1284615e-03    3.1368171e-03    6.7942364e+29    6.7942349e+29    6.6319380e+10    1.4141855e+23
1206    3.1368171e-03    3.1451732e-03    3.1535735e-03    6.8122041e+29    6.8122025e+29    5.8131128e+10    1.4293346e+23
1207    3.1535735e-03    3.1619743e-03    3.1704195e-03    6.8302178e+29    6.8302163e+29    5.0940695e+10    1.4446459e+23
1208    3.1704195e-03    3.1788650e-03    3.1873554e-03    6.8482776e+29    6.8482761e+29    4.4628124e+10    1.4601211e+23
1209    3.1873554e-03    3.1958458e-03    3.2043816e-03    6.8663836e+29    6.8663821e+29    3.9087694e+10    1.4757621e+23
1210    3.2043816e-03    3.2129174e-03    3.2214988e-03    6.8845356e+29    6.8845348e+29    3.4226225e+10    7.4578542e+22
1211    3.2214988e-03    3.2300802e-03    3.2387075e-03    6.9027337e+29    6.9027322e+29    2.9961622e+10    1.5075487e+23
1212    3.2387075e-03    3.2473346e-03    3.2560083e-03    6.9209794e+29    6.9209787e+29    2.6221584e+10    7.6184900e+22
1213    3.2560083e-03    3.2646814e-03    3.2734012e-03    6.9392712e+29    6.9392705e+29    2.2942446e+10    7.7000997e+22
1214    3.2734012e-03    3.2821209e-03    3.2908870e-03    6.9576121e+29    6.9576106e+29    2.0068166e+10    1.5565172e+23
1215    3.2908870e-03    3.2996533e-03    3.3084664e-03    6.9759984e+29    6.9759969e+29    1.7549410e+10    1.5731908e+23
1216    3.3084664e-03    3.3172795e-03    3.3261396e-03    6.9944315e+29    6.9944300e+29    1.5342783e+10    1.5900430e+23
1217    3.3261396e-03    3.3349998e-03    3.3439072e-03    7.0129129e+29    7.0129114e+29    1.3410122e+10    1.6070758e+23
1218    3.3439072e-03    3.3528148e-03    3.3617700e-03    7.0314420e+29    7.0314397e+29    1.1717851e+10    1.6242913e+23
1219    3.3617700e-03    3.3707249e-03    3.3797279e-03    7.0500171e+29    7.0500164e+29    1.0236458e+10    8.2084543e+22
1220    3.3797279e-03    3.3887308e-03    3.3977819e-03    7.0686422e+29    7.0686406e+29    8.9400084e+09    1.6592771e+23
1221    3.3977819e-03    3.4068329e-03    3.4159322e-03    7.0873148e+29    7.0873133e+29    7.8057103e+09    1.6770517e+23
1222    3.4159322e-03    3.4250317e-03    3.4341796e-03    7.1060350e+29    7.1060335e+29    6.8135434e+09    1.2712623e+23
1223    3.4341796e-03    3.4433275e-03    3.4525241e-03    7.1248028e+29    7.1248013e+29    5.9459277e+09    1.2848802e+23
1224    3.4525241e-03    3.4617211e-03    3.4709668e-03    7.1436205e+29    7.1436190e+29    5.1874289e+09    1.2986442e+23
1225    3.4709668e-03    3.4802128e-03    3.4895083e-03    7.1624858e+29    7.1624843e+29    4.5244964e+09    1.3125554e+23
1226    3.4895083e-03    3.4988036e-03    3.5081485e-03    7.1814002e+29    7.1813994e+29    3.9451389e+09    1.3266158e+23
1227    3.5081485e-03    3.5174936e-03    3.5268886e-03    7.2003637e+29    7.2003629e+29    3.4390717e+09    8.9388445e+22
1228    3.5268886e-03    3.5362835e-03    3.5457285e-03    7.2193763e+29    7.2193748e+29    2.9972152e+09    1.3551899e+23
1229    3.5457285e-03    3.5551738e-03    3.5646693e-03    7.2384388e+29    7.2384373e+29    2.6114348e+09    9.1313797e+22
1230    3.5646693e-03    3.5741648e-03    3.5837111e-03    7.2575497e+29    7.2575489e+29    2.2747039e+09    9.2291970e+22
1231    3.5837111e-03    3.5932572e-03    3.6028547e-03    7.2767096e+29    7.2767089e+29    1.9808644e+09    9.3280609e+22
1232    3.6028547e-03    3.6124520e-03    3.6221005e-03    7.2959210e+29    7.2959195e+29    1.7245220e+09    1.4141978e+23
1233    3.6221005e-03    3.6317487e-03    3.6414491e-03    7.3151814e+29    7.3151799e+29    1.5009505e+09    1.4293470e+23
1234    3.6414491e-03    3.6511491e-03    3.6609010e-03    7.3344925e+29    7.3344910e+29    1.3060133e+09    9.6310568e+22
1235    3.6609010e-03    3.6706529e-03    3.6804569e-03    7.3538519e+29    7.3538512e+29    1.1360879e+09    9.7342253e+22
1236    3.6804569e-03    3.6902609e-03    3.7001171e-03    7.3732643e+29    7.3732628e+29    9.8800563e+08    1.4757752e+23
1237    3.7001171e-03    3.7099735e-03    3.7198826e-03    7.3927249e+29    7.3927242e+29    8.5899264e+08    9.9438930e+22
1238    3.7198826e-03    3.7297916e-03    3.7397535e-03    7.4122363e+29    7.4122355e+29    7.4662387e+08    1.0050412e+23
1239    3.7397535e-03    3.7497154e-03    3.7597306e-03    7.4317989e+29    7.4317974e+29    6.4877837e+08    1.0158074e+23
1240    3.7597306e-03    3.7697458e-03    3.7798146e-03    7.4514138e+29    7.4514130e+29    5.6360218e+08    1.0266890e+23
1241    3.7798146e-03    3.7898831e-03    3.8000057e-03    7.4710785e+29    7.4710769e+29    4.8947478e+08    1.0376871e+23
