Spectra extracted from: /Users/belmont/Recherche/codes/BELM/belm/simu000/with_induced.txt
At local time: 11:34:36,  07/13/2021
Author: belmont
 
PARAMETERS:-----------------------------------
time      = 0.00e+00
Rcm       = 5.00e+07
tau       = 2.40e+00
lb        = 1.62e-02
beta      = 2.91e+08
lth       = 9.49e+00
lc        = 0.00e+00
Tp        = 1.00e+06
pinj      = 1.57e-01
lnth      = 0.00e+00
p1        = 8.31e-01
p2        = 1.00e+03
gamma_inj = 5.00e+00
linjw     = 0.00e+00
kTin      = 1.00e+00
kTout     = 1.00e-10
linjem    = 0.00e+00
linjep    = 0.00e+00
lslh      = 0.00e+00
lh        = 0.00e+00
llll      = 0.00e+00
lblh      = 0.00e+00
lnthlh    = 0.00e+00
par3      = 0.00e+00
y         = 0.00e+00
rr        = 0.00e+00
qsto      = 1.67e+00
lsto      = 0.00e+00
lstotot   = 0.00e+00
tau_inj   = 0.00e+00
kTin_inj  = 0.00e+00
pinj_inj  = 0.00e+00
 
PHOTON DISTRIBUTIONS:-------------------------
 #bin     Emin(keV)         E(keV)          Emax(keV)        SPECTRUM         Compton          Synchrotron      Error           
-----------------------------------------------
1651    3.3582117e-02    3.3671577e-02    3.3761509e-02    2.2043047e+30    2.2043047e+30    0.0000000e+00    0.0000000e+00
1652    3.3761509e-02    3.3851445e-02    3.3941858e-02    2.2101325e+30    2.2101322e+30    0.0000000e+00    2.5871357e+23
1653    3.3941858e-02    3.4032274e-02    3.4123171e-02    2.2159760e+30    2.2159757e+30    0.0000000e+00    2.6148496e+23
1654    3.4123171e-02    3.4214068e-02    3.4305450e-02    2.2218347e+30    2.2218346e+30    0.0000000e+00    2.6428605e+23
1655    3.4305450e-02    3.4396831e-02    3.4488704e-02    2.2277086e+30    2.2277085e+30    0.0000000e+00    1.3355854e+23
1656    3.4488704e-02    3.4580573e-02    3.4672938e-02    2.2335987e+30    2.2335985e+30    0.0000000e+00    1.3498926e+23
1657    3.4672938e-02    3.4765296e-02    3.4858152e-02    2.2395040e+30    2.2395036e+30    0.0000000e+00    2.7287056e+23
1658    3.4858152e-02    3.4951009e-02    3.5044357e-02    2.2454248e+30    2.2454247e+30    0.0000000e+00    1.3789680e+23
1659    3.5044357e-02    3.5137709e-02    3.5231560e-02    2.2513617e+30    2.2513615e+30    0.0000000e+00    1.3937398e+23
1660    3.5231560e-02    3.5325412e-02    3.5419758e-02    2.2573143e+30    2.2573141e+30    0.0000000e+00    1.4086699e+23
1661    3.5419758e-02    3.5514109e-02    3.5608966e-02    2.2632820e+30    2.2632819e+30    0.0000000e+00    1.4237596e+23
1662    3.5608966e-02    3.5703823e-02    3.5799183e-02    2.2692662e+30    2.2692660e+30    0.0000000e+00    1.4390113e+23
1663    3.5799183e-02    3.5894543e-02    3.5990417e-02    2.2752658e+30    2.2752656e+30    0.0000000e+00    1.4544262e+23
1664    3.5990417e-02    3.6086287e-02    3.6182672e-02    2.2812814e+30    2.2812813e+30    0.0000000e+00    1.4700063e+23
1665    3.6182672e-02    3.6279052e-02    3.6375951e-02    2.2873129e+30    2.2873127e+30    0.0000000e+00    1.4857532e+23
1666    3.6375951e-02    3.6472850e-02    3.6570266e-02    2.2933607e+30    2.2933605e+30    0.0000000e+00    1.5016690e+23
1667    3.6570266e-02    3.6667682e-02    3.6765616e-02    2.2994242e+30    2.2994239e+30    0.0000000e+00    3.0355101e+23
1668    3.6765616e-02    3.6863554e-02    3.6962014e-02    2.3055036e+30    2.3055034e+30    0.0000000e+00    1.5340136e+23
1669    3.6962014e-02    3.7060469e-02    3.7159458e-02    2.3115990e+30    2.3115988e+30    0.0000000e+00    1.5504460e+23
1670    3.7159458e-02    3.7258442e-02    3.7357956e-02    2.3177112e+30    2.3177110e+30    0.0000000e+00    1.5670549e+23
1671    3.7357956e-02    3.7457474e-02    3.7557516e-02    2.3238392e+30    2.3238391e+30    0.0000000e+00    1.5838416e+23
1672    3.7557516e-02    3.7657559e-02    3.7758145e-02    2.3299831e+30    2.3299830e+30    0.0000000e+00    1.6008077e+23
1673    3.7758145e-02    3.7858725e-02    3.7959836e-02    2.3361440e+30    2.3361437e+30    0.0000000e+00    3.2359120e+23
1674    3.7959836e-02    3.8060956e-02    3.8162615e-02    2.3423205e+30    2.3423204e+30    0.0000000e+00    1.6352878e+23
1675    3.8162615e-02    3.8264271e-02    3.8366474e-02    2.3485135e+30    2.3485134e+30    0.0000000e+00    1.6528054e+23
1676    3.8366474e-02    3.8468674e-02    3.8571421e-02    2.3547233e+30    2.3547232e+30    0.0000000e+00    1.6705107e+23
1677    3.8571421e-02    3.8674165e-02    3.8777463e-02    2.3609489e+30    2.3609486e+30    0.0000000e+00    3.3768102e+23
1678    3.8777463e-02    3.8880754e-02    3.8984604e-02    2.3671913e+30    2.3671911e+30    0.0000000e+00    1.7064917e+23
1679    3.8984604e-02    3.9088450e-02    3.9192852e-02    2.3734504e+30    2.3734502e+30    0.0000000e+00    1.7247720e+23
1680    3.9192852e-02    3.9297253e-02    3.9402213e-02    2.3797257e+30    2.3797256e+30    0.0000000e+00    1.7432481e+23
1681    3.9402213e-02    3.9507173e-02    3.9612692e-02    2.3860181e+30    2.3860179e+30    0.0000000e+00    1.7619222e+23
1682    3.9612692e-02    3.9718214e-02    3.9824296e-02    2.3923267e+30    2.3923265e+30    0.0000000e+00    1.7807963e+23
1683    3.9824296e-02    3.9930381e-02    4.0037032e-02    2.3986524e+30    2.3986521e+30    0.0000000e+00    3.5997448e+23
1684    4.0037032e-02    4.0143680e-02    4.0250905e-02    2.4049941e+30    2.4049940e+30    0.0000000e+00    1.8191527e+23
1685    4.0250905e-02    4.0358122e-02    4.0465917e-02    2.4113537e+30    2.4113535e+30    0.0000000e+00    1.8386401e+23
1686    4.0465917e-02    4.0573709e-02    4.0682077e-02    2.4177292e+30    2.4177291e+30    0.0000000e+00    1.8583360e+23
1687    4.0682077e-02    4.0790446e-02    4.0899396e-02    2.4241219e+30    2.4241217e+30    0.0000000e+00    1.8782428e+23
1688    4.0899396e-02    4.1008342e-02    4.1117873e-02    2.4305312e+30    2.4305310e+30    0.0000000e+00    1.8983627e+23
1689    4.1117873e-02    4.1227400e-02    4.1337512e-02    2.4369581e+30    2.4369580e+30    0.0000000e+00    1.9186985e+23
1690    4.1337512e-02    4.1447632e-02    4.1558333e-02    2.4434017e+30    2.4434015e+30    0.0000000e+00    1.9392518e+23
1691    4.1558333e-02    4.1669037e-02    4.1780330e-02    2.4498625e+30    2.4498622e+30    0.0000000e+00    1.9600256e+23
1692    4.1780330e-02    4.1891623e-02    4.2003512e-02    2.4563398e+30    2.4563396e+30    0.0000000e+00    1.9810214e+23
1693    4.2003512e-02    4.2115401e-02    4.2227887e-02    2.4628350e+30    2.4628347e+30    0.0000000e+00    2.0022427e+23
1694    4.2227887e-02    4.2340375e-02    4.2453464e-02    2.4693469e+30    2.4693467e+30    0.0000000e+00    2.0236911e+23
1695    4.2453464e-02    4.2566549e-02    4.2680241e-02    2.4758761e+30    2.4758760e+30    0.0000000e+00    2.0453692e+23
1696    4.2680241e-02    4.2793933e-02    4.2908233e-02    2.4824226e+30    2.4824225e+30    0.0000000e+00    2.0672794e+23
1697    4.2908233e-02    4.3022528e-02    4.3137439e-02    2.4889866e+30    2.4889863e+30    0.0000000e+00    2.0894245e+23
1698    4.3137439e-02    4.3252353e-02    4.3367874e-02    2.4955683e+30    2.4955680e+30    0.0000000e+00    2.1118070e+23
1699    4.3367874e-02    4.3483395e-02    4.3599535e-02    2.5021667e+30    2.5021665e+30    0.0000000e+00    2.1344290e+23
1700    4.3599535e-02    4.3715678e-02    4.3832440e-02    2.5087831e+30    2.5087828e+30    0.0000000e+00    2.1572936e+23
1701    4.3832440e-02    4.3949198e-02    4.4066586e-02    2.5154168e+30    2.5154166e+30    0.0000000e+00    2.1804028e+23
1702    4.4066586e-02    4.4183969e-02    4.4301979e-02    2.5220681e+30    2.5220678e+30    0.0000000e+00    2.2037597e+23
1703    4.4301979e-02    4.4419993e-02    4.4538632e-02    2.5287370e+30    2.5287369e+30    0.0000000e+00    2.2273667e+23
1704    4.4538632e-02    4.4657275e-02    4.4776548e-02    2.5354236e+30    2.5354233e+30    0.0000000e+00    2.2512268e+23
1705    4.4776548e-02    4.4895824e-02    4.5015737e-02    2.5421277e+30    2.5421274e+30    0.0000000e+00    2.2753423e+23
1706    4.5015737e-02    4.5135651e-02    4.5256205e-02    2.5488496e+30    2.5488493e+30    0.0000000e+00    2.2997161e+23
1707    4.5256205e-02    4.5376759e-02    4.5497954e-02    2.5555894e+30    2.5555891e+30    0.0000000e+00    2.3243510e+23
1708    4.5497954e-02    4.5619152e-02    4.5740996e-02    2.5623473e+30    2.5623470e+30    0.0000000e+00    2.3492501e+23
1709    4.5740996e-02    4.5862842e-02    4.5985337e-02    2.5691227e+30    2.5691224e+30    0.0000000e+00    2.3744157e+23
1710    4.5985337e-02    4.6107832e-02    4.6230983e-02    2.5759160e+30    2.5759157e+30    0.0000000e+00    2.3998506e+23
1711    4.6230983e-02    4.6354134e-02    4.6477944e-02    2.5827271e+30    2.5827271e+30    0.0000000e+00    0.0000000e+00
1712    4.6477944e-02    4.6601750e-02    4.6726219e-02    2.5895569e+30    2.5895566e+30    0.0000000e+00    2.4515413e+23
1713    4.6726219e-02    4.6850689e-02    4.6975821e-02    2.5964042e+30    2.5964042e+30    0.0000000e+00    2.4778029e+23
1714    4.6975821e-02    4.7100954e-02    4.7226757e-02    2.6032700e+30    2.6032697e+30    0.0000000e+00    2.5043453e+23
1715    4.7226757e-02    4.7352560e-02    4.7479033e-02    2.6101537e+30    2.6101534e+30    0.0000000e+00    2.5311723e+23
1716    4.7479033e-02    4.7605511e-02    4.7732659e-02    2.6170560e+30    2.6170557e+30    0.0000000e+00    2.5582867e+23
1717    4.7732659e-02    4.7859810e-02    4.7987640e-02    2.6239762e+30    2.6239759e+30    0.0000000e+00    2.5856918e+23
1718    4.7987640e-02    4.8115470e-02    4.8243981e-02    2.6309148e+30    2.6309145e+30    0.0000000e+00    2.6133900e+23
1719    4.8243981e-02    4.8372492e-02    4.8501693e-02    2.6378719e+30    2.6378716e+30    0.0000000e+00    2.6413851e+23
1720    4.8501693e-02    4.8630893e-02    4.8760779e-02    2.6448474e+30    2.6448474e+30    0.0000000e+00    2.6696804e+23
1721    4.8760779e-02    4.8890669e-02    4.9021248e-02    2.6518413e+30    2.6518410e+30    0.0000000e+00    2.6982784e+23
1722    4.9021248e-02    4.9151834e-02    4.9283113e-02    2.6588537e+30    2.6588534e+30    0.0000000e+00    2.7271827e+23
1723    4.9283113e-02    4.9414396e-02    4.9546372e-02    2.6658848e+30    2.6658845e+30    0.0000000e+00    2.7563970e+23
1724    4.9546372e-02    4.9678355e-02    4.9811043e-02    2.6729341e+30    2.6729338e+30    0.0000000e+00    2.7859237e+23
1725    4.9811043e-02    4.9943727e-02    5.0077125e-02    2.6800021e+30    2.6800021e+30    0.0000000e+00    0.0000000e+00
1726    5.0077125e-02    5.0210521e-02    5.0344627e-02    2.6870897e+30    2.6870897e+30    0.0000000e+00    0.0000000e+00
1727    5.0344627e-02    5.0478734e-02    5.0613560e-02    2.6941952e+30    2.6941949e+30    0.0000000e+00    2.8764161e+23
1728    5.0613560e-02    5.0748382e-02    5.0883930e-02    2.7013197e+30    2.7013194e+30    0.0000000e+00    2.9072287e+23
1729    5.0883930e-02    5.1019475e-02    5.1155742e-02    2.7084632e+30    2.7084629e+30    0.0000000e+00    2.9383718e+23
1730    5.1155742e-02    5.1292010e-02    5.1429007e-02    2.7156255e+30    2.7156252e+30    0.0000000e+00    2.9698482e+23
1731    5.1429007e-02    5.1566001e-02    5.1703732e-02    2.7228068e+30    2.7228065e+30    0.0000000e+00    3.0016614e+23
1732    5.1703732e-02    5.1841456e-02    5.1979925e-02    2.7300072e+30    2.7300069e+30    0.0000000e+00    3.0338160e+23
1733    5.1979925e-02    5.2118387e-02    5.2257594e-02    2.7372263e+30    2.7372260e+30    0.0000000e+00    3.0663147e+23
1734    5.2257594e-02    5.2396793e-02    5.2536741e-02    2.7444650e+30    2.7444647e+30    0.0000000e+00    3.0991618e+23
1735    5.2536741e-02    5.2676689e-02    5.2817382e-02    2.7517225e+30    2.7517222e+30    0.0000000e+00    3.1323605e+23
1736    5.2817382e-02    5.2958079e-02    5.3099524e-02    2.7589996e+30    2.7589993e+30    0.0000000e+00    3.1659149e+23
1737    5.3099524e-02    5.3240974e-02    5.3383175e-02    2.7662958e+30    2.7662955e+30    0.0000000e+00    3.1998288e+23
1738    5.3383175e-02    5.3525377e-02    5.3668339e-02    2.7736116e+30    2.7736113e+30    0.0000000e+00    3.2341062e+23
1739    5.3668339e-02    5.3811301e-02    5.3955022e-02    2.7809459e+30    2.7809459e+30    0.0000000e+00    0.0000000e+00
1740    5.3955022e-02    5.4098751e-02    5.4243244e-02    2.7883004e+30    2.7883001e+30    0.0000000e+00    3.3037657e+23
1741    5.4243244e-02    5.4387737e-02    5.4532997e-02    2.7956742e+30    2.7956739e+30    0.0000000e+00    3.3391565e+23
1742    5.4532997e-02    5.4678265e-02    5.4824304e-02    2.8030671e+30    2.8030668e+30    0.0000000e+00    1.6874629e+23
1743    5.4824304e-02    5.4970346e-02    5.5117168e-02    2.8104802e+30    2.8104802e+30    0.0000000e+00    1.7055395e+23
1744    5.5117168e-02    5.5263989e-02    5.5411592e-02    2.8179124e+30    2.8179124e+30    0.0000000e+00    1.7238095e+23
1745    5.5411592e-02    5.5559199e-02    5.5707593e-02    2.8253645e+30    2.8253642e+30    0.0000000e+00    1.7422752e+23
1746    5.5707593e-02    5.5855989e-02    5.6005172e-02    2.8328366e+30    2.8328366e+30    0.0000000e+00    1.7609390e+23
1747    5.6005172e-02    5.6154359e-02    5.6304343e-02    2.8403283e+30    2.8403277e+30    0.0000000e+00    3.5596044e+23
1748    5.6304343e-02    5.6454327e-02    5.6605112e-02    2.8478400e+30    2.8478397e+30    0.0000000e+00    1.7988679e+23
1749    5.6605112e-02    5.6755893e-02    5.6907486e-02    2.8553710e+30    2.8553707e+30    0.0000000e+00    1.8181376e+23
1750    5.6907486e-02    5.7059076e-02    5.7211474e-02    2.8629225e+30    2.8629222e+30    0.0000000e+00    3.6752277e+23
1751    5.7211474e-02    5.7363875e-02    5.7517089e-02    2.8704937e+30    2.8704934e+30    0.0000000e+00    3.7145974e+23
1752    5.7517089e-02    5.7670303e-02    5.7824336e-02    2.8780849e+30    2.8780849e+30    0.0000000e+00    1.8771944e+23
1753    5.7824336e-02    5.7978369e-02    5.8133222e-02    2.8856969e+30    2.8856963e+30    0.0000000e+00    3.7946069e+23
1754    5.8133222e-02    5.8288079e-02    5.8443759e-02    2.8933282e+30    2.8933279e+30    0.0000000e+00    1.9176275e+23
1755    5.8443759e-02    5.8599442e-02    5.8755957e-02    2.9009801e+30    2.9009798e+30    0.0000000e+00    1.9381695e+23
1756    5.8755957e-02    5.8912467e-02    5.9069820e-02    2.9086519e+30    2.9086519e+30    0.0000000e+00    1.9589315e+23
1757    5.9069820e-02    5.9227169e-02    5.9385359e-02    2.9163446e+30    2.9163443e+30    0.0000000e+00    1.9799159e+23
1758    5.9385359e-02    5.9543554e-02    5.9702586e-02    2.9240576e+30    2.9240573e+30    0.0000000e+00    2.0011253e+23
1759    5.9702586e-02    5.9861619e-02    6.0021505e-02    2.9317905e+30    2.9317902e+30    0.0000000e+00    4.0451231e+23
1760    6.0021505e-02    6.0181390e-02    6.0342133e-02    2.9395439e+30    2.9395439e+30    0.0000000e+00    2.0442276e+23
1761    6.0342133e-02    6.0502868e-02    6.0664468e-02    2.9473185e+30    2.9473182e+30    0.0000000e+00    2.0661258e+23
1762    6.0664468e-02    6.0826063e-02    6.0988527e-02    2.9551134e+30    2.9551128e+30    0.0000000e+00    4.1765169e+23
1763    6.0988527e-02    6.1150987e-02    6.1314318e-02    2.9629288e+30    2.9629285e+30    0.0000000e+00    2.1106284e+23
1764    6.1314318e-02    6.1477646e-02    6.1641846e-02    2.9707650e+30    2.9707647e+30    0.0000000e+00    2.1332377e+23
1765    6.1641846e-02    6.1806049e-02    6.1971128e-02    2.9786222e+30    2.9786216e+30    0.0000000e+00    4.3121790e+23
1766    6.1971128e-02    6.2136203e-02    6.2302165e-02    2.9864995e+30    2.9864992e+30    0.0000000e+00    2.1791858e+23
1767    6.2302165e-02    6.2468126e-02    6.2634975e-02    2.9943983e+30    2.9943980e+30    0.0000000e+00    4.4050594e+23
1768    6.2634975e-02    6.2801816e-02    6.2969558e-02    3.0023177e+30    3.0023171e+30    0.0000000e+00    4.4522467e+23
1769    6.2969558e-02    6.3137293e-02    6.3305929e-02    3.0102582e+30    3.0102579e+30    0.0000000e+00    2.2499701e+23
1770    6.3305929e-02    6.3474566e-02    6.3644104e-02    3.0182199e+30    3.0182196e+30    0.0000000e+00    2.2740725e+23
1771    6.3644104e-02    6.3813634e-02    6.3984074e-02    3.0262025e+30    3.0262022e+30    0.0000000e+00    2.2984328e+23
1772    6.3984074e-02    6.4154521e-02    6.4325869e-02    3.0342061e+30    3.0342058e+30    0.0000000e+00    2.3230538e+23
1773    6.4325869e-02    6.4497218e-02    6.4669482e-02    3.0422313e+30    3.0422310e+30    0.0000000e+00    2.3479391e+23
1774    6.4669482e-02    6.4841755e-02    6.5014936e-02    3.0502773e+30    3.0502773e+30    0.0000000e+00    2.3730904e+23
1775    6.5014936e-02    6.5188125e-02    6.5362237e-02    3.0583448e+30    3.0583445e+30    0.0000000e+00    2.3985112e+23
1776    6.5362237e-02    6.5536343e-02    6.5711387e-02    3.0664334e+30    3.0664331e+30    0.0000000e+00    2.4242045e+23
1777    6.5711387e-02    6.5886430e-02    6.6062406e-02    3.0745441e+30    3.0745441e+30    0.0000000e+00    2.4501731e+23
1778    6.6062406e-02    6.6238388e-02    6.6415302e-02    3.0826762e+30    3.0826759e+30    0.0000000e+00    2.4764201e+23
1779    6.6415302e-02    6.6592224e-02    6.6770084e-02    3.0908295e+30    3.0908292e+30    0.0000000e+00    2.5029477e+23
1780    6.6770084e-02    6.6947944e-02    6.7126751e-02    3.0990043e+30    3.0990040e+30    0.0000000e+00    5.0595196e+23
1781    6.7126751e-02    6.7305565e-02    6.7485332e-02    3.1072005e+30    3.1072002e+30    0.0000000e+00    2.5568589e+23
1782    6.7485332e-02    6.7665108e-02    6.7845829e-02    3.1154194e+30    3.1154191e+30    0.0000000e+00    2.5842487e+23
1783    6.7845829e-02    6.8026558e-02    6.8208247e-02    3.1236588e+30    3.1236585e+30    0.0000000e+00    2.6119312e+23
1784    6.8208247e-02    6.8389945e-02    6.8572603e-02    3.1319212e+30    3.1319209e+30    0.0000000e+00    2.6399112e+23
1785    6.8572603e-02    6.8755269e-02    6.8938911e-02    3.1402048e+30    3.1402045e+30    0.0000000e+00    2.6681902e+23
1786    6.8938911e-02    6.9122545e-02    6.9307171e-02    3.1485107e+30    3.1485104e+30    0.0000000e+00    2.6967724e+23
1787    6.9307171e-02    6.9491789e-02    6.9677398e-02    3.1568384e+30    3.1568381e+30    0.0000000e+00    2.7256608e+23
1788    6.9677398e-02    6.9862999e-02    7.0049599e-02    3.1651875e+30    3.1651872e+30    0.0000000e+00    2.7548582e+23
1789    7.0049599e-02    7.0236199e-02    7.0423789e-02    3.1735599e+30    3.1735596e+30    0.0000000e+00    2.7843688e+23
1790    7.0423789e-02    7.0611387e-02    7.0799977e-02    3.1819541e+30    3.1819538e+30    0.0000000e+00    2.8141956e+23
1791    7.0799977e-02    7.0988581e-02    7.1178183e-02    3.1903703e+30    3.1903700e+30    0.0000000e+00    2.8443417e+23
1792    7.1178183e-02    7.1367785e-02    7.1558408e-02    3.1988087e+30    3.1988083e+30    0.0000000e+00    2.8748107e+23
1793    7.1558408e-02    7.1749024e-02    7.1940660e-02    3.2072702e+30    3.2072699e+30    0.0000000e+00    2.9056066e+23
1794    7.1940660e-02    7.2132289e-02    7.2324954e-02    3.2157533e+30    3.2157530e+30    0.0000000e+00    2.9367316e+23
1795    7.2324954e-02    7.2517611e-02    7.2711296e-02    3.2242593e+30    3.2242590e+30    0.0000000e+00    2.9681905e+23
1796    7.2711296e-02    7.2904989e-02    7.3099710e-02    3.2327879e+30    3.2327876e+30    0.0000000e+00    2.9999864e+23
1797    7.3099710e-02    7.3294438e-02    7.3490195e-02    3.2413390e+30    3.2413387e+30    0.0000000e+00    3.0321230e+23
1798    7.3490195e-02    7.3685959e-02    7.3882766e-02    3.2499121e+30    3.2499118e+30    0.0000000e+00    3.0646030e+23
1799    7.3882766e-02    7.4079573e-02    7.4277438e-02    3.2585087e+30    3.2585084e+30    0.0000000e+00    3.0974321e+23
1800    7.4277438e-02    7.4475296e-02    7.4674211e-02    3.2671281e+30    3.2671278e+30    0.0000000e+00    3.1306124e+23
1801    7.4674211e-02    7.4873134e-02    7.5073108e-02    3.2757701e+30    3.2757698e+30    0.0000000e+00    3.1641480e+23
1802    7.5073108e-02    7.5273089e-02    7.5474143e-02    3.2844351e+30    3.2844348e+30    0.0000000e+00    3.1980432e+23
1803    7.5474143e-02    7.5675189e-02    7.5877309e-02    3.2931227e+30    3.2931224e+30    0.0000000e+00    3.2323012e+23
1804    7.5877309e-02    7.6079428e-02    7.6282628e-02    3.3018336e+30    3.3018333e+30    0.0000000e+00    3.2669259e+23
1805    7.6282628e-02    7.6485835e-02    7.6690122e-02    3.3105672e+30    3.3105669e+30    0.0000000e+00    3.3019218e+23
1806    7.6690122e-02    7.6894403e-02    7.7099785e-02    3.3193244e+30    3.3193244e+30    0.0000000e+00    0.0000000e+00
1807    7.7099785e-02    7.7305160e-02    7.7511638e-02    3.3281048e+30    3.3281042e+30    0.0000000e+00    3.3730423e+23
1808    7.7511638e-02    7.7718116e-02    7.7925690e-02    3.3369085e+30    3.3369082e+30    0.0000000e+00    3.4091752e+23
1809    7.7925690e-02    7.8133270e-02    7.8341961e-02    3.3457348e+30    3.3457345e+30    0.0000000e+00    3.4456943e+23
1810    7.8341961e-02    7.8550644e-02    7.8760445e-02    3.3545854e+30    3.3545848e+30    0.0000000e+00    3.4826055e+23
1811    7.8760445e-02    7.8970246e-02    7.9181172e-02    3.3634595e+30    3.3634592e+30    0.0000000e+00    3.5199122e+23
1812    7.9181172e-02    7.9392098e-02    7.9604141e-02    3.3723566e+30    3.3723563e+30    0.0000000e+00    3.5576182e+23
1813    7.9604141e-02    7.9816192e-02    8.0029368e-02    3.3812773e+30    3.3812773e+30    0.0000000e+00    0.0000000e+00
1814    8.0029368e-02    8.0242552e-02    8.0456875e-02    3.3902215e+30    3.3902212e+30    0.0000000e+00    3.6342453e+23
1815    8.0456875e-02    8.0671191e-02    8.0886662e-02    3.3991896e+30    3.3991893e+30    0.0000000e+00    3.6731762e+23
1816    8.0886662e-02    8.1102125e-02    8.1318744e-02    3.4081816e+30    3.4081813e+30    0.0000000e+00    3.7125240e+23
1817    8.1318744e-02    8.1535362e-02    8.1753135e-02    3.4171978e+30    3.4171972e+30    0.0000000e+00    3.7522936e+23
1818    8.1753135e-02    8.1970908e-02    8.2189843e-02    3.4262366e+30    3.4262363e+30    0.0000000e+00    3.7924881e+23
1819    8.2189843e-02    8.2408778e-02    8.2628891e-02    3.4353008e+30    3.4353002e+30    0.0000000e+00    3.8331145e+23
1820    8.2628891e-02    8.2848996e-02    8.3070278e-02    3.4443883e+30    3.4443880e+30    0.0000000e+00    3.8741755e+23
1821    8.3070278e-02    8.3291560e-02    8.3514027e-02    3.4535003e+30    3.4535000e+30    0.0000000e+00    3.9156767e+23
1822    8.3514027e-02    8.3736487e-02    8.3960146e-02    3.4626359e+30    3.4626359e+30    0.0000000e+00    0.0000000e+00
1823    8.3960146e-02    8.4183797e-02    8.4408641e-02    3.4717962e+30    3.4717956e+30    0.0000000e+00    4.0000165e+23
1824    8.4408641e-02    8.4633492e-02    8.4859535e-02    3.4809804e+30    3.4809801e+30    0.0000000e+00    4.0428655e+23
1825    8.4859535e-02    8.5085586e-02    8.5312843e-02    3.4901891e+30    3.4901885e+30    0.0000000e+00    4.0861732e+23
1826    8.5312843e-02    8.5540101e-02    8.5768566e-02    3.4994223e+30    3.4994223e+30    0.0000000e+00    0.0000000e+00
1827    8.5768566e-02    8.5997038e-02    8.6226732e-02    3.5086796e+30    3.5086793e+30    0.0000000e+00    4.1741862e+23
1828    8.6226732e-02    8.6456418e-02    8.6687341e-02    3.5179617e+30    3.5179617e+30    0.0000000e+00    2.1094504e+23
1829    8.6687341e-02    8.6918257e-02    8.7150410e-02    3.5272690e+30    3.5272684e+30    0.0000000e+00    4.2640946e+23
1830    8.7150410e-02    8.7382555e-02    8.7615944e-02    3.5365995e+30    3.5365991e+30    0.0000000e+00    2.1548858e+23
1831    8.7615944e-02    8.7849341e-02    8.8083975e-02    3.5459562e+30    3.5459559e+30    0.0000000e+00    2.1779696e+23
1832    8.8083975e-02    8.8318616e-02    8.8554509e-02    3.5553369e+30    3.5553363e+30    0.0000000e+00    4.4026005e+23
1833    8.8554509e-02    8.8790402e-02    8.9027546e-02    3.5647429e+30    3.5647423e+30    0.0000000e+00    4.4497625e+23
1834    8.9027546e-02    8.9264698e-02    8.9503117e-02    3.5741732e+30    3.5741732e+30    0.0000000e+00    2.2487145e+23
1835    8.9503117e-02    8.9741535e-02    8.9981228e-02    3.5836288e+30    3.5836288e+30    0.0000000e+00    2.2728030e+23
1836    8.9981228e-02    9.0220921e-02    9.0461887e-02    3.5931095e+30    3.5931095e+30    0.0000000e+00    2.2971496e+23
1837    9.0461887e-02    9.0702862e-02    9.0945125e-02    3.6026153e+30    3.6026153e+30    0.0000000e+00    2.3217571e+23
1838    9.0945125e-02    9.1187388e-02    9.1430940e-02    3.6121470e+30    3.6121464e+30    0.0000000e+00    4.6932567e+23
1839    9.1430940e-02    9.1674484e-02    9.1919340e-02    3.6217030e+30    3.6217027e+30    0.0000000e+00    2.3717656e+23
1840    9.1919340e-02    9.2164204e-02    9.2410363e-02    3.6312852e+30    3.6312846e+30    0.0000000e+00    4.7943452e+23
1841    9.2410363e-02    9.2656523e-02    9.2904001e-02    3.6408920e+30    3.6408920e+30    0.0000000e+00    2.4228516e+23
1842    9.2904001e-02    9.3151480e-02    9.3400277e-02    3.6505250e+30    3.6505247e+30    0.0000000e+00    2.4488058e+23
1843    9.3400277e-02    9.3649074e-02    9.3899205e-02    3.6601828e+30    3.6601825e+30    0.0000000e+00    2.4750377e+23
1844    9.3899205e-02    9.4149336e-02    9.4400801e-02    3.6698666e+30    3.6698663e+30    0.0000000e+00    2.5015507e+23
1845    9.4400801e-02    9.4652265e-02    9.4905071e-02    3.6795758e+30    3.6795755e+30    0.0000000e+00    2.5283477e+23
1846    9.4905071e-02    9.5157884e-02    9.5412038e-02    3.6893113e+30    3.6893107e+30    0.0000000e+00    5.1108639e+23
1847    9.5412038e-02    9.5666192e-02    9.5921710e-02    3.6990715e+30    3.6990712e+30    0.0000000e+00    5.1656118e+23
1848    9.5921710e-02    9.6177228e-02    9.6434109e-02    3.7088584e+30    3.7088584e+30    0.0000000e+00    2.6104735e+23
1849    9.6434109e-02    9.6690990e-02    9.6949242e-02    3.7186712e+30    3.7186706e+30    0.0000000e+00    5.2768745e+23
1850    9.6949242e-02    9.7207494e-02    9.7467132e-02    3.7285101e+30    3.7285098e+30    0.0000000e+00    2.6667008e+23
1851    9.7467132e-02    9.7726762e-02    9.7987786e-02    3.7383752e+30    3.7383749e+30    0.0000000e+00    2.6952673e+23
1852    9.7987786e-02    9.8248802e-02    9.8511212e-02    3.7482663e+30    3.7482660e+30    0.0000000e+00    2.7241393e+23
1853    9.8511212e-02    9.8773628e-02    9.9037446e-02    3.7581835e+30    3.7581832e+30    0.0000000e+00    2.7533208e+23
